operation_type,cdc_timestamp,batch_date,transaction_id,property_id,listing_id,seller_agent_id,buyer_agent_id,buyer_name,sale_price,sale_date,closing_date,financing_type,down_payment_pct,commission_rate_pct,commission_amount,title_company,transaction_status
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245253,PT0246394,LST0246394,AG00879,AG00926,Randy Carson,653885.42,2026-08-04,2026-09-04,Cash,100.0,4.91,32105.77,Chicago Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245254,PT0153736,LST0153736,AG01965,AG02761,Brenda Jensen,825290.03,2026-08-04,2026-09-26,FHA Loan,11.0,5.42,44730.72,First American Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245255,PT0046524,LST0046524,AG01588,AG02327,Jeffrey Ingram,169468.32,2026-08-04,2026-09-29,FHA Loan,19.3,6.45,10930.71,WFG National Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245256,PT0045061,LST0045061,AG00586,AG00621,Dean Rodriguez,731973.89,2026-08-04,2026-09-08,Conventional Mortgage,10.6,4.62,33817.19,Old Republic Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245257,PT0235983,LST0235983,AG01307,AG02354,Claire Stokes,667891.15,2026-08-04,2026-09-19,Conventional Mortgage,24.4,5.08,33928.87,WFG National Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245258,PT0209205,LST0209205,AG00292,AG01606,Joe Sanchez,248734.71,2026-08-04,2026-09-21,FHA Loan,18.9,5.89,14650.47,Fidelity National Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245259,PT0488337,LST0488337,AG02945,AG02812,Andrew Mayo,712661.74,2026-08-04,2026-08-20,Conventional Mortgage,3.9,6.33,45111.49,WFG National Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245260,PT0416442,LST0416442,AG02104,AG00165,Bethany Haynes,200900.55,2026-08-04,2026-09-03,FHA Loan,23.0,4.91,9864.22,Fidelity National Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245261,PT0506389,LST0506389,AG01956,AG01596,Danielle Navarro,1574871.93,2026-08-04,2026-09-29,Conventional Mortgage,13.6,6.39,100634.32,Chicago Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245262,PT0335117,LST0335117,AG01742,AG01625,Heather White,25632.16,2026-08-04,2026-09-12,Conventional Mortgage,16.2,5.96,1527.68,WFG National Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245263,PT0519603,LST0519603,AG02918,AG02921,Connor Zimmerman,232627.67,2026-08-04,2026-09-25,Conventional Mortgage,11.8,5.88,13678.51,WFG National Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245264,PT0366644,LST0366644,AG01692,AG00758,Dawn Sherman,626770.01,2026-08-04,2026-08-24,Conventional Mortgage,9.7,5.9,36979.43,Chicago Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245265,PT0166480,LST0166480,AG01616,AG02048,Chad Davis,493398.18,2026-08-04,2026-09-18,Cash,100.0,6.44,31774.84,First American Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245266,PT0221357,LST0221357,AG00406,AG00863,Samantha Martin,464999.64,2026-08-04,2026-09-10,Cash,100.0,4.89,22738.48,Stewart Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245267,PT0116083,LST0116083,AG00127,AG02791,Ruth Alexander,988196.56,2026-08-04,2026-09-25,Conventional Mortgage,22.2,5.71,56426.02,Old Republic Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245268,PT0214879,LST0214879,AG02904,AG02160,Brandon Jackson,310598.72,2026-08-04,2026-09-26,Jumbo Loan,15.7,6.31,19598.78,Old Republic Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245269,PT0394913,LST0394913,AG01650,AG01863,Gabriel Hobbs,505632.89,2026-08-04,2026-09-01,Conventional Mortgage,10.9,4.58,23157.99,Old Republic Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245270,PT0119315,LST0119315,AG01135,AG02543,Kelli Nelson,804057.59,2026-08-04,2026-09-26,Conventional Mortgage,6.5,5.96,47921.83,First American Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245271,PT0533085,LST0533085,AG01170,AG01181,Mr. Corey Crawford Jr.,1556343.47,2026-08-04,2026-09-28,Conventional Mortgage,9.9,4.96,77194.64,First American Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245272,PT0514882,LST0514882,AG00393,AG02144,Sandra Blanchard,77035.07,2026-08-04,2026-08-20,Jumbo Loan,9.7,6.28,4837.8,Stewart Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245273,PT0367262,LST0367262,AG01433,AG02285,Deborah Harper,460117.97,2026-08-04,2026-09-04,Cash,100.0,5.49,25260.48,Old Republic Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245274,PT0408817,LST0408817,AG01804,AG02063,Stacey Gutierrez,468538.03,2026-08-04,2026-08-30,FHA Loan,16.3,6.12,28674.53,Old Republic Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245275,PT0537048,LST0537048,AG02673,AG00184,Mark Sanders,466049.49,2026-08-04,2026-09-05,Cash,100.0,4.59,21391.67,Stewart Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245276,PT0055445,LST0055445,AG02169,AG01521,Clifford Patel,46651.46,2026-08-04,2026-10-01,Jumbo Loan,9.5,5.21,2430.54,Stewart Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245277,PT0539838,LST0539838,AG02867,AG01635,Kevin Hernandez,751286.94,2026-08-04,2026-09-28,Conventional Mortgage,9.6,4.97,37338.96,Stewart Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245278,PT0192230,LST0192230,AG01548,AG01562,Sheryl Hinton,3289684.45,2026-08-04,2026-08-23,Conventional Mortgage,4.4,6.49,213500.52,Fidelity National Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245279,PT0404640,LST0404640,AG01824,AG02764,Gary Smith,438070.64,2026-08-04,2026-09-15,FHA Loan,19.0,5.01,21947.34,Old Republic Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245280,PT0538984,LST0538984,AG01104,AG02923,William Michael,466325.69,2026-08-04,2026-09-12,FHA Loan,16.8,5.78,26953.62,Fidelity National Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245281,PT0245488,LST0245488,AG00936,AG00318,David Moody,314225.87,2026-08-04,2026-08-19,VA Loan,17.8,4.81,15114.26,First American Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245282,PT0176032,LST0176032,AG01434,AG02533,Deanna Gordon,292543.06,2026-08-04,2026-09-13,VA Loan,8.6,5.23,15300.0,WFG National Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245283,PT0306940,LST0306940,AG01468,AG00573,Trevor Sanders,221856.5,2026-08-04,2026-08-27,FHA Loan,11.2,6.26,13888.22,Fidelity National Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245284,PT0061105,LST0061105,AG01280,AG02703,Julie Moran,557064.31,2026-08-04,2026-09-09,Jumbo Loan,12.0,4.55,25346.43,Old Republic Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245285,PT0516253,LST0516253,AG01230,AG00052,Peter Lopez,739917.0,2026-08-04,2026-09-06,Conventional Mortgage,9.7,4.5,33296.26,WFG National Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245286,PT0174589,LST0174589,AG00896,AG02162,Colleen Cooper,139099.18,2026-08-04,2026-09-22,FHA Loan,16.6,6.29,8749.34,Old Republic Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245287,PT0193405,LST0193405,AG01547,AG01233,Kathleen Hawkins,141316.3,2026-08-04,2026-09-07,Conventional Mortgage,12.5,4.8,6783.18,Stewart Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245288,PT0097622,LST0097622,AG01196,AG01177,Adrian Williams,269625.34,2026-08-04,2026-08-19,Cash,100.0,6.3,16986.4,Chicago Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245289,PT0048522,LST0048522,AG00614,AG01469,Sydney Peters,880951.47,2026-08-04,2026-09-01,Conventional Mortgage,19.2,4.54,39995.2,WFG National Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245290,PT0064574,LST0064574,AG01760,AG01444,Tammy Thompson,378440.03,2026-08-04,2026-08-31,Conventional Mortgage,16.0,6.38,24144.47,Stewart Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245291,PT0287155,LST0287155,AG02232,AG02372,Jeffrey Santana,802628.03,2026-08-04,2026-08-25,Jumbo Loan,6.1,6.45,51769.51,First American Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245292,PT0466909,LST0466909,AG02866,AG01720,Valerie Tran,111273.0,2026-08-04,2026-09-25,Jumbo Loan,18.0,5.21,5797.32,Stewart Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245293,PT0480744,LST0480744,AG01160,AG02259,Michelle Robinson,762358.34,2026-08-04,2026-09-29,Conventional Mortgage,15.8,4.78,36440.73,Stewart Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245294,PT0345935,LST0345935,AG01896,AG01839,Clinton Bush,264312.53,2026-08-04,2026-08-19,Conventional Mortgage,18.1,5.04,13321.35,Fidelity National Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245295,PT0110939,LST0110939,AG02168,AG01937,David Rodriguez,578088.17,2026-08-04,2026-08-29,Jumbo Loan,16.5,4.69,27112.34,Stewart Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245296,PT0344031,LST0344031,AG02239,AG00324,Joel Robinson,354421.71,2026-08-04,2026-09-28,Conventional Mortgage,17.4,5.91,20946.32,Old Republic Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245297,PT0522933,LST0522933,AG00915,AG01485,Frank Parks,238313.85,2026-08-04,2026-09-18,Cash,100.0,4.78,11391.4,Stewart Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245298,PT0331259,LST0331259,AG01334,AG02674,Sabrina Mcdaniel,765690.79,2026-08-04,2026-09-26,Conventional Mortgage,21.2,6.25,47855.67,WFG National Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245299,PT0236870,LST0236870,AG01161,AG01844,Cynthia Strickland,1183101.18,2026-08-04,2026-09-06,Jumbo Loan,17.6,6.01,71104.38,First American Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245300,PT0066945,LST0066945,AG01427,AG02581,Kimberly Bennett,1465851.56,2026-08-04,2026-09-19,Conventional Mortgage,10.9,5.43,79595.74,Fidelity National Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245301,PT0301548,LST0301548,AG00363,AG01744,Katherine Taylor,159066.77,2026-08-04,2026-09-28,FHA Loan,9.8,4.71,7492.04,WFG National Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245302,PT0059821,LST0059821,AG02380,AG00356,Joyce Smith,394606.77,2026-08-04,2026-09-23,Conventional Mortgage,9.2,5.19,20480.09,Chicago Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245303,PT0314325,LST0314325,AG02516,AG02477,Maria Haynes,202366.71,2026-08-04,2026-09-24,Conventional Mortgage,15.2,6.42,12991.94,First American Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245304,PT0138434,LST0138434,AG02244,AG00197,Justin Mitchell,921469.31,2026-08-04,2026-09-13,Conventional Mortgage,22.5,4.73,43585.5,WFG National Title,Completed
INSERT,2026-08-04T00:00:00,2026-08-04,TXN0245305,PT0525458,LST0525458,AG01756,AG00534,James Trevino,454231.0,2026-08-04,2026-10-01,FHA Loan,9.3,6.08,27617.24,Chicago Title,Completed
