operation_type,cdc_timestamp,batch_date,transaction_id,property_id,listing_id,seller_agent_id,buyer_agent_id,buyer_name,sale_price,sale_date,closing_date,financing_type,down_payment_pct,commission_rate_pct,commission_amount,title_company,transaction_status
INSERT,2026-07-05T00:00:00,2026-07-05,TXN0226775,PT0293699,LST0293699,AG01778,AG02659,Adrian Sandoval,331810.51,2026-07-05,2026-08-19,Conventional Mortgage,9.4,6.13,20339.98,Fidelity National Title,Completed
INSERT,2026-07-05T00:00:00,2026-07-05,TXN0226776,PT0063209,LST0063209,AG01533,AG00094,Lisa Cross,398913.76,2026-07-05,2026-07-30,Conventional Mortgage,6.2,5.56,22179.61,Fidelity National Title,Completed
INSERT,2026-07-05T00:00:00,2026-07-05,TXN0226777,PT0244461,LST0244461,AG02525,AG01415,Benjamin Fletcher,1739178.85,2026-07-05,2026-08-26,Jumbo Loan,20.5,6.32,109916.1,Chicago Title,Completed
INSERT,2026-07-05T00:00:00,2026-07-05,TXN0226778,PT0156751,LST0156751,AG01811,AG02340,John Harris,3952498.71,2026-07-05,2026-08-17,Conventional Mortgage,24.7,4.7,185767.44,WFG National Title,Completed
INSERT,2026-07-05T00:00:00,2026-07-05,TXN0226779,PT0223729,LST0223729,AG00727,AG02030,Danielle Pratt,580933.06,2026-07-05,2026-08-13,Conventional Mortgage,15.8,4.66,27071.48,Chicago Title,Completed
INSERT,2026-07-05T00:00:00,2026-07-05,TXN0226780,PT0358719,LST0358719,AG02861,AG01303,Curtis Weaver,638893.61,2026-07-05,2026-07-24,FHA Loan,8.8,5.85,37375.28,Chicago Title,Completed
INSERT,2026-07-05T00:00:00,2026-07-05,TXN0226781,PT0214051,LST0214051,AG00481,AG00451,Theresa Bishop,307640.54,2026-07-05,2026-07-23,Conventional Mortgage,21.6,5.96,18335.38,First American Title,Completed
INSERT,2026-07-05T00:00:00,2026-07-05,TXN0226782,PT0389807,LST0389807,AG02633,AG01110,Patricia Mooney,535665.42,2026-07-05,2026-08-10,Conventional Mortgage,10.5,4.62,24747.74,First American Title,Completed
INSERT,2026-07-05T00:00:00,2026-07-05,TXN0226783,PT0471966,LST0471966,AG01565,AG02432,Zachary Johnston,931693.02,2026-07-05,2026-08-21,FHA Loan,7.1,4.81,44814.43,Chicago Title,Completed
INSERT,2026-07-05T00:00:00,2026-07-05,TXN0226784,PT0498627,LST0498627,AG01211,AG02717,James Obrien,595243.5,2026-07-05,2026-08-22,FHA Loan,22.7,4.64,27619.3,Old Republic Title,Completed
INSERT,2026-07-05T00:00:00,2026-07-05,TXN0226785,PT0387064,LST0387064,AG00540,AG01240,Ashley George,272442.16,2026-07-05,2026-08-24,Conventional Mortgage,22.8,4.95,13485.89,Stewart Title,Completed
INSERT,2026-07-05T00:00:00,2026-07-05,TXN0226786,PT0149981,LST0149981,AG00018,AG00544,Zachary Ward,150991.75,2026-07-05,2026-07-30,Conventional Mortgage,12.6,6.26,9452.08,Old Republic Title,Completed
INSERT,2026-07-05T00:00:00,2026-07-05,TXN0226787,PT0192982,LST0192982,AG00559,AG02532,Julie Gill,125387.54,2026-07-05,2026-08-07,FHA Loan,18.3,5.69,7134.55,Fidelity National Title,Completed
INSERT,2026-07-05T00:00:00,2026-07-05,TXN0226788,PT0452231,LST0452231,AG02615,AG02804,Kimberly Deleon,1473408.32,2026-07-05,2026-08-27,Conventional Mortgage,17.7,5.5,81037.46,First American Title,Completed
INSERT,2026-07-05T00:00:00,2026-07-05,TXN0226789,PT0201785,LST0201785,AG00978,AG01028,Thomas Harris,736494.82,2026-07-05,2026-08-10,Conventional Mortgage,19.8,5.94,43747.79,Stewart Title,Completed
INSERT,2026-07-05T00:00:00,2026-07-05,TXN0226790,PT0278996,LST0278996,AG00359,AG02640,Luke Oneal,907038.3,2026-07-05,2026-08-04,Conventional Mortgage,8.8,4.86,44082.06,WFG National Title,Completed
INSERT,2026-07-05T00:00:00,2026-07-05,TXN0226791,PT0500538,LST0500538,AG00460,AG02164,James Hamilton,1211180.4,2026-07-05,2026-07-22,Conventional Mortgage,15.9,4.68,56683.24,First American Title,Completed
INSERT,2026-07-05T00:00:00,2026-07-05,TXN0226792,PT0499958,LST0499958,AG01872,AG01196,Lisa Fisher,228444.73,2026-07-05,2026-08-18,VA Loan,14.5,4.62,10554.15,Chicago Title,Completed
INSERT,2026-07-05T00:00:00,2026-07-05,TXN0226793,PT0029094,LST0029094,AG02953,AG02033,John Russell,246688.11,2026-07-05,2026-08-19,Conventional Mortgage,20.3,5.91,14579.27,Chicago Title,Completed
INSERT,2026-07-05T00:00:00,2026-07-05,TXN0226794,PT0288990,LST0288990,AG00443,AG02567,Marc Brown,708428.59,2026-07-05,2026-09-02,Conventional Mortgage,10.5,6.21,43993.42,Fidelity National Title,Completed
INSERT,2026-07-05T00:00:00,2026-07-05,TXN0226795,PT0132919,LST0132919,AG01749,AG02894,Justin Reyes,865229.65,2026-07-05,2026-08-26,Conventional Mortgage,3.3,5.71,49404.61,WFG National Title,Completed
INSERT,2026-07-05T00:00:00,2026-07-05,TXN0226796,PT0500624,LST0500624,AG00498,AG02725,Omar Thomas,839772.18,2026-07-05,2026-08-13,Conventional Mortgage,19.5,5.4,45347.7,Stewart Title,Completed
INSERT,2026-07-05T00:00:00,2026-07-05,TXN0226797,PT0216237,LST0216237,AG02743,AG02844,Miranda Washington,142020.86,2026-07-05,2026-08-17,Conventional Mortgage,11.3,5.69,8080.99,WFG National Title,Completed
INSERT,2026-07-05T00:00:00,2026-07-05,TXN0226798,PT0349313,LST0349313,AG02572,AG02922,Jacqueline Jackson,914265.97,2026-07-05,2026-08-28,Conventional Mortgage,19.9,5.06,46261.86,Fidelity National Title,Completed
INSERT,2026-07-05T00:00:00,2026-07-05,TXN0226799,PT0502764,LST0502764,AG01684,AG02117,Terry Savage,494619.32,2026-07-05,2026-08-15,Cash,100.0,5.65,27945.99,Fidelity National Title,Completed
INSERT,2026-07-05T00:00:00,2026-07-05,TXN0226800,PT0352332,LST0352332,AG01184,AG02103,Amy Carroll,714995.46,2026-07-05,2026-08-16,FHA Loan,12.9,6.14,43900.72,First American Title,Completed
INSERT,2026-07-05T00:00:00,2026-07-05,TXN0226801,PT0102333,LST0102333,AG00027,AG01123,Mr. Victor Martin DVM,338050.3,2026-07-05,2026-07-21,Cash,100.0,6.42,21702.83,First American Title,Completed
INSERT,2026-07-05T00:00:00,2026-07-05,TXN0226802,PT0503381,LST0503381,AG00039,AG00891,Joshua Olsen,1748949.39,2026-07-05,2026-07-30,Jumbo Loan,7.0,5.81,101613.96,Chicago Title,Completed
