operation_type,cdc_timestamp,batch_date,transaction_id,property_id,listing_id,seller_agent_id,buyer_agent_id,buyer_name,sale_price,sale_date,closing_date,financing_type,down_payment_pct,commission_rate_pct,commission_amount,title_company,transaction_status
INSERT,2026-07-07T00:00:00,2026-07-07,TXN0227882,PT0217711,LST0217711,AG00840,AG01885,Tammy Novak,1848910.42,2026-07-07,2026-08-02,Cash,100.0,5.16,95403.78,Fidelity National Title,Completed
INSERT,2026-07-07T00:00:00,2026-07-07,TXN0227883,PT0350512,LST0350512,AG00653,AG02320,Justin Bush,1560796.65,2026-07-07,2026-08-13,Conventional Mortgage,21.1,4.93,76947.27,Chicago Title,Completed
INSERT,2026-07-07T00:00:00,2026-07-07,TXN0227884,PT0400537,LST0400537,AG01121,AG00039,Brandon Rubio,1384595.79,2026-07-07,2026-08-12,Cash,100.0,6.33,87644.91,WFG National Title,Completed
INSERT,2026-07-07T00:00:00,2026-07-07,TXN0227885,PT0372521,LST0372521,AG01191,AG00047,Anthony Torres,240892.43,2026-07-07,2026-08-27,Cash,100.0,5.55,13369.53,WFG National Title,Completed
INSERT,2026-07-07T00:00:00,2026-07-07,TXN0227886,PT0405179,LST0405179,AG00260,AG02415,Jennifer Riddle,635123.14,2026-07-07,2026-08-05,Cash,100.0,4.78,30358.89,Chicago Title,Completed
INSERT,2026-07-07T00:00:00,2026-07-07,TXN0227887,PT0060701,LST0060701,AG02327,AG00588,Kelsey Patterson,503161.89,2026-07-07,2026-07-28,Cash,100.0,6.14,30894.14,First American Title,Completed
INSERT,2026-07-07T00:00:00,2026-07-07,TXN0227888,PT0001311,LST0001311,AG01925,AG02091,Gary Cook,1774144.04,2026-07-07,2026-07-27,Cash,100.0,4.73,83917.01,Fidelity National Title,Completed
INSERT,2026-07-07T00:00:00,2026-07-07,TXN0227889,PT0051514,LST0051514,AG01946,AG01991,Pamela Rich,1717490.35,2026-07-07,2026-08-14,Conventional Mortgage,19.5,6.0,103049.42,Fidelity National Title,Completed
INSERT,2026-07-07T00:00:00,2026-07-07,TXN0227890,PT0136253,LST0136253,AG02711,AG01020,Andrew Perkins,278522.77,2026-07-07,2026-08-02,Conventional Mortgage,10.9,6.35,17686.2,Stewart Title,Completed
INSERT,2026-07-07T00:00:00,2026-07-07,TXN0227891,PT0146865,LST0146865,AG02785,AG01209,William Mccoy,1526163.16,2026-07-07,2026-08-04,FHA Loan,15.8,5.05,77071.24,Chicago Title,Completed
INSERT,2026-07-07T00:00:00,2026-07-07,TXN0227892,PT0506519,LST0506519,AG02555,AG01336,Hector Valencia,837579.57,2026-07-07,2026-08-25,Conventional Mortgage,6.4,6.32,52935.03,Old Republic Title,Completed
INSERT,2026-07-07T00:00:00,2026-07-07,TXN0227893,PT0168174,LST0168174,AG02503,AG01031,Carrie Armstrong,690900.85,2026-07-07,2026-08-24,Cash,100.0,5.58,38552.27,Fidelity National Title,Completed
INSERT,2026-07-07T00:00:00,2026-07-07,TXN0227894,PT0341686,LST0341686,AG00944,AG00126,Duane Powell,775103.76,2026-07-07,2026-08-17,VA Loan,22.6,6.19,47978.92,Stewart Title,Completed
INSERT,2026-07-07T00:00:00,2026-07-07,TXN0227895,PT0093081,LST0093081,AG00803,AG00346,Tracy Walsh,812429.47,2026-07-07,2026-09-04,Conventional Mortgage,21.0,6.08,49395.71,Stewart Title,Completed
INSERT,2026-07-07T00:00:00,2026-07-07,TXN0227896,PT0126470,LST0126470,AG01117,AG00185,Christie Little,236163.18,2026-07-07,2026-08-19,Cash,100.0,5.57,13154.29,Chicago Title,Completed
INSERT,2026-07-07T00:00:00,2026-07-07,TXN0227897,PT0192723,LST0192723,AG01986,AG00132,Karina Mcgee,586750.34,2026-07-07,2026-08-07,Conventional Mortgage,10.9,5.58,32740.67,Fidelity National Title,Completed
INSERT,2026-07-07T00:00:00,2026-07-07,TXN0227898,PT0338469,LST0338469,AG00382,AG01743,Lee Marshall,590770.98,2026-07-07,2026-08-26,FHA Loan,15.0,4.72,27884.39,WFG National Title,Completed
INSERT,2026-07-07T00:00:00,2026-07-07,TXN0227899,PT0013094,LST0013094,AG02472,AG00995,Curtis Lopez,177618.43,2026-07-07,2026-08-10,Conventional Mortgage,24.2,5.58,9911.11,First American Title,Completed
INSERT,2026-07-07T00:00:00,2026-07-07,TXN0227900,PT0444117,LST0444117,AG01325,AG02427,Kelly Hall,584716.2,2026-07-07,2026-08-21,Jumbo Loan,8.8,5.84,34147.43,Stewart Title,Completed
INSERT,2026-07-07T00:00:00,2026-07-07,TXN0227901,PT0436436,LST0436436,AG01143,AG01821,Kendra Flores,528221.43,2026-07-07,2026-08-21,Jumbo Loan,11.5,5.93,31323.53,Stewart Title,Completed
INSERT,2026-07-07T00:00:00,2026-07-07,TXN0227902,PT0331799,LST0331799,AG00823,AG00100,Denise Mack,654851.83,2026-07-07,2026-08-12,Cash,100.0,5.89,38570.77,Stewart Title,Completed
INSERT,2026-07-07T00:00:00,2026-07-07,TXN0227903,PT0083034,LST0083034,AG02897,AG01074,Emily Flores,1172356.56,2026-07-07,2026-08-17,FHA Loan,9.7,4.66,54631.82,Chicago Title,Completed
INSERT,2026-07-07T00:00:00,2026-07-07,TXN0227904,PT0376142,LST0376142,AG00669,AG00173,Dave Duncan,321887.46,2026-07-07,2026-08-13,Conventional Mortgage,9.6,6.2,19957.02,Chicago Title,Completed
INSERT,2026-07-07T00:00:00,2026-07-07,TXN0227905,PT0365567,LST0365567,AG00567,AG01928,Miss Marisa Crawford DVM,687775.04,2026-07-07,2026-08-17,FHA Loan,6.4,4.82,33150.76,First American Title,Completed
INSERT,2026-07-07T00:00:00,2026-07-07,TXN0227906,PT0127701,LST0127701,AG02521,AG00843,Erica Miller,365454.99,2026-07-07,2026-08-04,FHA Loan,17.6,6.15,22475.48,Chicago Title,Completed
INSERT,2026-07-07T00:00:00,2026-07-07,TXN0227907,PT0367146,LST0367146,AG01561,AG02267,Ashley Evans,430332.73,2026-07-07,2026-07-29,Cash,100.0,5.36,23065.83,Stewart Title,Completed
INSERT,2026-07-07T00:00:00,2026-07-07,TXN0227908,PT0375465,LST0375465,AG02526,AG01471,Steven Clay,70417.74,2026-07-07,2026-08-06,FHA Loan,14.2,6.12,4309.57,Old Republic Title,Completed
INSERT,2026-07-07T00:00:00,2026-07-07,TXN0227909,PT0428902,LST0428902,AG02022,AG00383,James Rodriguez,708146.24,2026-07-07,2026-07-28,Cash,100.0,4.58,32433.1,Old Republic Title,Completed
INSERT,2026-07-07T00:00:00,2026-07-07,TXN0227910,PT0121386,LST0121386,AG01791,AG00537,Sheri Russell,227123.64,2026-07-07,2026-08-15,Conventional Mortgage,17.4,4.93,11197.2,Stewart Title,Completed
INSERT,2026-07-07T00:00:00,2026-07-07,TXN0227911,PT0135987,LST0135987,AG00527,AG02020,Christine Fisher,358105.9,2026-07-07,2026-08-22,Conventional Mortgage,20.7,6.41,22954.59,Chicago Title,Completed
INSERT,2026-07-07T00:00:00,2026-07-07,TXN0227912,PT0326672,LST0326672,AG02745,AG02598,Kimberly Thomas,1410849.9,2026-07-07,2026-07-24,Conventional Mortgage,22.7,5.09,71812.26,First American Title,Completed
