operation_type,cdc_timestamp,batch_date,transaction_id,property_id,listing_id,seller_agent_id,buyer_agent_id,buyer_name,sale_price,sale_date,closing_date,financing_type,down_payment_pct,commission_rate_pct,commission_amount,title_company,transaction_status
INSERT,2026-07-04T00:00:00,2026-07-04,TXN0226339,PT0442281,LST0442281,AG02433,AG01318,Beth Baker,120599.24,2026-07-04,2026-08-17,Conventional Mortgage,19.8,4.66,5619.92,Old Republic Title,Completed
INSERT,2026-07-04T00:00:00,2026-07-04,TXN0226340,PT0037706,LST0037706,AG00557,AG00276,Melanie Johnston,547839.56,2026-07-04,2026-07-29,Cash,100.0,5.46,29912.04,Stewart Title,Completed
INSERT,2026-07-04T00:00:00,2026-07-04,TXN0226341,PT0430878,LST0430878,AG01577,AG02623,Colin Chavez,536153.37,2026-07-04,2026-08-28,Cash,100.0,5.33,28576.97,WFG National Title,Completed
INSERT,2026-07-04T00:00:00,2026-07-04,TXN0226342,PT0102905,LST0102905,AG02879,AG01292,John Estes,843821.19,2026-07-04,2026-08-13,FHA Loan,22.6,4.6,38815.77,First American Title,Completed
INSERT,2026-07-04T00:00:00,2026-07-04,TXN0226343,PT0483956,LST0483956,AG02771,AG00360,Robert Leach,652069.01,2026-07-04,2026-08-21,VA Loan,4.9,5.63,36711.49,First American Title,Completed
INSERT,2026-07-04T00:00:00,2026-07-04,TXN0226344,PT0318639,LST0318639,AG00995,AG01366,Cody Hammond,1257685.78,2026-07-04,2026-08-13,FHA Loan,23.6,5.49,69046.95,Chicago Title,Completed
INSERT,2026-07-04T00:00:00,2026-07-04,TXN0226345,PT0048372,LST0048372,AG00878,AG02130,Eric Mercado,382640.2,2026-07-04,2026-08-10,Conventional Mortgage,19.2,4.99,19093.75,Fidelity National Title,Completed
INSERT,2026-07-04T00:00:00,2026-07-04,TXN0226346,PT0386213,LST0386213,AG02240,AG00222,Ashley Duncan,82771.76,2026-07-04,2026-08-29,FHA Loan,22.2,5.25,4345.52,WFG National Title,Completed
INSERT,2026-07-04T00:00:00,2026-07-04,TXN0226347,PT0302769,LST0302769,AG01967,AG02788,Heather Lopez,603594.38,2026-07-04,2026-08-31,Conventional Mortgage,17.8,6.4,38630.04,Chicago Title,Completed
INSERT,2026-07-04T00:00:00,2026-07-04,TXN0226348,PT0409935,LST0409935,AG01028,AG02676,Kelly Rodriguez,2076441.67,2026-07-04,2026-08-02,FHA Loan,8.0,4.86,100915.07,Stewart Title,Completed
INSERT,2026-07-04T00:00:00,2026-07-04,TXN0226349,PT0072119,LST0072119,AG02566,AG02987,Stephanie Neal,379724.14,2026-07-04,2026-08-08,FHA Loan,12.9,5.92,22479.67,First American Title,Completed
INSERT,2026-07-04T00:00:00,2026-07-04,TXN0226350,PT0188185,LST0188185,AG00733,AG02339,Dylan Herrera,322698.6,2026-07-04,2026-08-21,Cash,100.0,5.94,19168.3,Fidelity National Title,Completed
INSERT,2026-07-04T00:00:00,2026-07-04,TXN0226351,PT0020140,LST0020140,AG02623,AG00591,Devon Cooper,770644.34,2026-07-04,2026-08-05,Jumbo Loan,10.0,6.12,47163.43,Stewart Title,Completed
INSERT,2026-07-04T00:00:00,2026-07-04,TXN0226352,PT0483495,LST0483495,AG00217,AG01190,Nicholas Williams,526280.91,2026-07-04,2026-08-07,Conventional Mortgage,4.7,4.76,25050.97,WFG National Title,Completed
INSERT,2026-07-04T00:00:00,2026-07-04,TXN0226353,PT0263180,LST0263180,AG00098,AG01330,Gabriel Turner,555845.92,2026-07-04,2026-08-06,Conventional Mortgage,10.9,5.21,28959.57,WFG National Title,Completed
INSERT,2026-07-04T00:00:00,2026-07-04,TXN0226354,PT0115602,LST0115602,AG01569,AG01905,Tiffany Wood,289387.96,2026-07-04,2026-07-26,VA Loan,12.0,4.88,14122.13,Chicago Title,Completed
