operation_type,cdc_timestamp,batch_date,transaction_id,property_id,listing_id,seller_agent_id,buyer_agent_id,buyer_name,sale_price,sale_date,closing_date,financing_type,down_payment_pct,commission_rate_pct,commission_amount,title_company,transaction_status
INSERT,2026-08-05T00:00:00,2026-08-05,TXN0245952,PT0195581,LST0195581,AG02287,AG00845,Shawn Jones,539386.14,2026-08-05,2026-09-27,VA Loan,21.0,5.15,27778.39,Fidelity National Title,Completed
INSERT,2026-08-05T00:00:00,2026-08-05,TXN0245953,PT0514059,LST0514059,AG01091,AG00603,Amanda Olsen MD,203053.19,2026-08-05,2026-09-04,Jumbo Loan,7.9,5.51,11188.23,Old Republic Title,Completed
INSERT,2026-08-05T00:00:00,2026-08-05,TXN0245954,PT0254084,LST0254084,AG00280,AG00413,Peggy Sanders,336995.98,2026-08-05,2026-09-08,Conventional Mortgage,7.7,5.35,18029.28,WFG National Title,Completed
INSERT,2026-08-05T00:00:00,2026-08-05,TXN0245955,PT0083239,LST0083239,AG01823,AG01942,Patricia Rhodes,100289.49,2026-08-05,2026-09-25,Conventional Mortgage,24.3,5.21,5225.08,WFG National Title,Completed
INSERT,2026-08-05T00:00:00,2026-08-05,TXN0245956,PT0213381,LST0213381,AG01060,AG00918,James Williams,582150.67,2026-08-05,2026-09-16,VA Loan,15.9,5.56,32367.58,Chicago Title,Completed
INSERT,2026-08-05T00:00:00,2026-08-05,TXN0245957,PT0216001,LST0216001,AG00980,AG00520,John Schneider,310762.88,2026-08-05,2026-08-21,Jumbo Loan,6.6,5.02,15600.3,WFG National Title,Completed
INSERT,2026-08-05T00:00:00,2026-08-05,TXN0245958,PT0517524,LST0517524,AG02771,AG01431,Barbara Smith,984907.79,2026-08-05,2026-08-28,FHA Loan,4.5,4.6,45305.76,Chicago Title,Completed
INSERT,2026-08-05T00:00:00,2026-08-05,TXN0245959,PT0056122,LST0056122,AG02610,AG02494,Mary Ryan,526330.64,2026-08-05,2026-09-14,Conventional Mortgage,12.2,6.12,32211.44,First American Title,Completed
INSERT,2026-08-05T00:00:00,2026-08-05,TXN0245960,PT0266853,LST0266853,AG02722,AG02111,Xavier Chaney,660331.26,2026-08-05,2026-08-21,Conventional Mortgage,17.2,5.55,36648.38,Fidelity National Title,Completed
INSERT,2026-08-05T00:00:00,2026-08-05,TXN0245961,PT0494768,LST0494768,AG00300,AG00711,Mrs. Tamara Guerrero MD,896573.81,2026-08-05,2026-09-10,Conventional Mortgage,3.3,4.57,40973.42,Stewart Title,Completed
INSERT,2026-08-05T00:00:00,2026-08-05,TXN0245962,PT0037870,LST0037870,AG02068,AG00635,Jamie Koch,342924.82,2026-08-05,2026-09-09,VA Loan,22.1,4.56,15637.37,WFG National Title,Completed
INSERT,2026-08-05T00:00:00,2026-08-05,TXN0245963,PT0318686,LST0318686,AG00244,AG00079,Emily Powell,981316.12,2026-08-05,2026-09-19,Cash,100.0,5.74,56327.55,First American Title,Completed
INSERT,2026-08-05T00:00:00,2026-08-05,TXN0245964,PT0525177,LST0525177,AG00856,AG02239,Blake Fry,2655809.91,2026-08-05,2026-08-23,FHA Loan,18.1,5.86,155630.46,WFG National Title,Completed
INSERT,2026-08-05T00:00:00,2026-08-05,TXN0245965,PT0153509,LST0153509,AG01420,AG02035,Amy Wallace,656587.71,2026-08-05,2026-09-22,Conventional Mortgage,7.9,5.62,36900.23,Chicago Title,Completed
INSERT,2026-08-05T00:00:00,2026-08-05,TXN0245966,PT0327364,LST0327364,AG01266,AG02545,Bobby Johnston,300892.76,2026-08-05,2026-09-05,FHA Loan,15.5,6.26,18835.89,Stewart Title,Completed
INSERT,2026-08-05T00:00:00,2026-08-05,TXN0245967,PT0180991,LST0180991,AG01723,AG02924,Rodney Estrada,264814.22,2026-08-05,2026-09-21,FHA Loan,24.3,6.01,15915.33,First American Title,Completed
INSERT,2026-08-05T00:00:00,2026-08-05,TXN0245968,PT0316286,LST0316286,AG01080,AG01265,Ana Hayes,504092.5,2026-08-05,2026-10-01,Conventional Mortgage,17.1,4.73,23843.58,First American Title,Completed
INSERT,2026-08-05T00:00:00,2026-08-05,TXN0245969,PT0477557,LST0477557,AG01014,AG00882,Mark Mclean Jr.,971548.98,2026-08-05,2026-09-20,Conventional Mortgage,24.4,6.04,58681.56,First American Title,Completed
INSERT,2026-08-05T00:00:00,2026-08-05,TXN0245970,PT0306820,LST0306820,AG01655,AG01086,Jessica Berg,231743.13,2026-08-05,2026-09-23,FHA Loan,9.8,6.24,14460.77,First American Title,Completed
INSERT,2026-08-05T00:00:00,2026-08-05,TXN0245971,PT0247694,LST0247694,AG02129,AG00305,Laura Hernandez,325644.38,2026-08-05,2026-09-14,Jumbo Loan,19.5,5.01,16314.78,Stewart Title,Completed
INSERT,2026-08-05T00:00:00,2026-08-05,TXN0245972,PT0495892,LST0495892,AG00643,AG01832,Cheryl Rivas,386476.67,2026-08-05,2026-08-26,Conventional Mortgage,10.0,4.92,19014.65,Fidelity National Title,Completed
INSERT,2026-08-05T00:00:00,2026-08-05,TXN0245973,PT0137017,LST0137017,AG01035,AG02755,Ellen Dillon,342759.72,2026-08-05,2026-08-20,VA Loan,10.6,4.74,16246.81,Stewart Title,Completed
INSERT,2026-08-05T00:00:00,2026-08-05,TXN0245974,PT0438280,LST0438280,AG01018,AG01344,Mrs. Heather Miller,1142648.08,2026-08-05,2026-09-06,FHA Loan,5.6,5.61,64102.56,WFG National Title,Completed
INSERT,2026-08-05T00:00:00,2026-08-05,TXN0245975,PT0334691,LST0334691,AG01924,AG01263,Kristina Andersen,996430.46,2026-08-05,2026-08-27,FHA Loan,13.1,6.06,60383.69,Chicago Title,Completed
INSERT,2026-08-05T00:00:00,2026-08-05,TXN0245976,PT0475095,LST0475095,AG01390,AG01710,Jonathan Mayo,457420.8,2026-08-05,2026-08-22,FHA Loan,14.5,5.84,26713.37,Old Republic Title,Completed
INSERT,2026-08-05T00:00:00,2026-08-05,TXN0245977,PT0026075,LST0026075,AG01468,AG00754,Gordon Brown,801700.51,2026-08-05,2026-09-06,Cash,100.0,6.23,49945.94,Old Republic Title,Completed
INSERT,2026-08-05T00:00:00,2026-08-05,TXN0245978,PT0014954,LST0014954,AG02607,AG02018,Nicole Lee,424952.05,2026-08-05,2026-09-24,Cash,100.0,5.72,24307.26,Fidelity National Title,Completed
INSERT,2026-08-05T00:00:00,2026-08-05,TXN0245979,PT0116802,LST0116802,AG01959,AG00547,Calvin Roberson,770781.43,2026-08-05,2026-08-30,Conventional Mortgage,3.2,5.13,39541.09,Old Republic Title,Completed
