operation_type,cdc_timestamp,batch_date,transaction_id,property_id,listing_id,seller_agent_id,buyer_agent_id,buyer_name,sale_price,sale_date,closing_date,financing_type,down_payment_pct,commission_rate_pct,commission_amount,title_company,transaction_status
INSERT,2026-08-20T00:00:00,2026-08-20,TXN0254935,PT0119059,LST0119059,AG01770,AG02851,Jennifer Kemp,322182.7,2026-08-20,2026-09-10,FHA Loan,22.0,5.99,19298.74,Chicago Title,Completed
INSERT,2026-08-20T00:00:00,2026-08-20,TXN0254936,PT0163541,LST0163541,AG02003,AG01775,Susan Kelley,414025.8,2026-08-20,2026-10-14,Cash,100.0,6.4,26497.65,Chicago Title,Completed
INSERT,2026-08-20T00:00:00,2026-08-20,TXN0254937,PT0056950,LST0056950,AG00417,AG01770,Michael Miller,1068850.76,2026-08-20,2026-09-06,VA Loan,23.5,5.9,63062.19,WFG National Title,Completed
INSERT,2026-08-20T00:00:00,2026-08-20,TXN0254938,PT0276326,LST0276326,AG02835,AG00695,Don Livingston,257329.76,2026-08-20,2026-10-06,Conventional Mortgage,4.0,5.34,13741.41,Stewart Title,Completed
INSERT,2026-08-20T00:00:00,2026-08-20,TXN0254939,PT0386008,LST0386008,AG02580,AG00458,Mitchell Armstrong,372917.36,2026-08-20,2026-10-16,FHA Loan,19.3,5.78,21554.62,Stewart Title,Completed
INSERT,2026-08-20T00:00:00,2026-08-20,TXN0254940,PT0239773,LST0239773,AG01599,AG00517,Amanda Lee,1307496.49,2026-08-20,2026-10-08,Conventional Mortgage,16.9,6.39,83549.03,Old Republic Title,Completed
INSERT,2026-08-20T00:00:00,2026-08-20,TXN0254941,PT0553625,LST0553625,AG00750,AG02711,Ana Price,668273.32,2026-08-20,2026-09-24,Conventional Mortgage,17.4,4.87,32544.91,Chicago Title,Completed
INSERT,2026-08-20T00:00:00,2026-08-20,TXN0254942,PT0407171,LST0407171,AG00131,AG02936,Zachary Chandler,544308.43,2026-08-20,2026-10-02,Conventional Mortgage,12.4,6.36,34618.02,First American Title,Completed
INSERT,2026-08-20T00:00:00,2026-08-20,TXN0254943,PT0343443,LST0343443,AG00262,AG01018,Angela Carpenter,389656.25,2026-08-20,2026-10-14,Conventional Mortgage,4.6,5.78,22522.13,First American Title,Completed
INSERT,2026-08-20T00:00:00,2026-08-20,TXN0254944,PT0026962,LST0026962,AG02008,AG02157,Cody Parrish,741288.62,2026-08-20,2026-10-09,Conventional Mortgage,17.3,5.22,38695.27,Chicago Title,Completed
INSERT,2026-08-20T00:00:00,2026-08-20,TXN0254945,PT0308775,LST0308775,AG01229,AG02682,Alexander Scott,1111540.28,2026-08-20,2026-10-07,Conventional Mortgage,16.4,5.49,61023.56,WFG National Title,Completed
INSERT,2026-08-20T00:00:00,2026-08-20,TXN0254946,PT0285923,LST0285923,AG00312,AG01757,Jose Jones,165233.41,2026-08-20,2026-09-30,Conventional Mortgage,7.9,5.74,9484.4,Fidelity National Title,Completed
INSERT,2026-08-20T00:00:00,2026-08-20,TXN0254947,PT0473295,LST0473295,AG00673,AG02414,Caitlin Walker,798343.63,2026-08-20,2026-10-09,FHA Loan,18.4,5.75,45904.76,Fidelity National Title,Completed
INSERT,2026-08-20T00:00:00,2026-08-20,TXN0254948,PT0388062,LST0388062,AG00495,AG01978,Jeremy Hatfield,1829441.23,2026-08-20,2026-09-18,Conventional Mortgage,20.2,5.69,104095.21,Stewart Title,Completed
INSERT,2026-08-20T00:00:00,2026-08-20,TXN0254949,PT0428050,LST0428050,AG02226,AG01528,Meredith Simon,957990.68,2026-08-20,2026-09-13,Cash,100.0,5.33,51060.9,Stewart Title,Completed
INSERT,2026-08-20T00:00:00,2026-08-20,TXN0254950,PT0524510,LST0524510,AG02385,AG01484,Anthony Jimenez,509292.89,2026-08-20,2026-10-04,Conventional Mortgage,6.3,4.76,24242.34,First American Title,Completed
INSERT,2026-08-20T00:00:00,2026-08-20,TXN0254951,PT0435561,LST0435561,AG00172,AG02198,Sean Nelson,190667.58,2026-08-20,2026-09-09,FHA Loan,3.4,5.19,9895.65,First American Title,Completed
INSERT,2026-08-20T00:00:00,2026-08-20,TXN0254952,PT0241749,LST0241749,AG01365,AG02088,George Mcdonald,249000.49,2026-08-20,2026-09-16,Cash,100.0,5.08,12649.22,First American Title,Completed
INSERT,2026-08-20T00:00:00,2026-08-20,TXN0254953,PT0177436,LST0177436,AG00485,AG02236,Kelly Hughes,374911.97,2026-08-20,2026-10-11,VA Loan,9.8,5.63,21107.54,Stewart Title,Completed
INSERT,2026-08-20T00:00:00,2026-08-20,TXN0254954,PT0313607,LST0313607,AG01457,AG01597,Amanda Velazquez,657247.71,2026-08-20,2026-10-06,Conventional Mortgage,16.8,4.64,30496.29,WFG National Title,Completed
INSERT,2026-08-20T00:00:00,2026-08-20,TXN0254955,PT0161943,LST0161943,AG00294,AG00596,Anne Kelly,328358.63,2026-08-20,2026-09-27,Cash,100.0,5.45,17895.55,Old Republic Title,Completed
INSERT,2026-08-20T00:00:00,2026-08-20,TXN0254956,PT0114445,LST0114445,AG00204,AG02821,Kathryn Hammond,91844.03,2026-08-20,2026-09-24,Conventional Mortgage,6.7,4.57,4197.27,Chicago Title,Completed
