operation_type,cdc_timestamp,batch_date,transaction_id,property_id,listing_id,seller_agent_id,buyer_agent_id,buyer_name,sale_price,sale_date,closing_date,financing_type,down_payment_pct,commission_rate_pct,commission_amount,title_company,transaction_status
INSERT,2026-07-28T00:00:00,2026-07-28,TXN0241103,PT0157241,LST0157241,AG02924,AG01776,Caitlin Bonilla,530192.93,2026-07-28,2026-08-26,FHA Loan,12.1,6.36,33720.27,Chicago Title,Completed
INSERT,2026-07-28T00:00:00,2026-07-28,TXN0241104,PT0016683,LST0016683,AG01092,AG02475,Brittany Rivera,246910.64,2026-07-28,2026-08-24,Conventional Mortgage,6.4,5.78,14271.43,WFG National Title,Completed
INSERT,2026-07-28T00:00:00,2026-07-28,TXN0241105,PT0421769,LST0421769,AG00998,AG02078,Craig Bishop,488038.36,2026-07-28,2026-08-20,Conventional Mortgage,22.5,5.47,26695.7,WFG National Title,Completed
INSERT,2026-07-28T00:00:00,2026-07-28,TXN0241106,PT0032359,LST0032359,AG01667,AG00321,Mary Robinson,996508.58,2026-07-28,2026-08-25,FHA Loan,18.6,5.74,57199.59,First American Title,Completed
INSERT,2026-07-28T00:00:00,2026-07-28,TXN0241107,PT0152715,LST0152715,AG01664,AG01752,Eric Johnson,138986.49,2026-07-28,2026-08-20,Jumbo Loan,21.9,5.1,7088.31,WFG National Title,Completed
INSERT,2026-07-28T00:00:00,2026-07-28,TXN0241108,PT0009908,LST0009908,AG02094,AG00767,Sarah Ellis,176945.28,2026-07-28,2026-08-31,Conventional Mortgage,22.7,4.96,8776.49,WFG National Title,Completed
INSERT,2026-07-28T00:00:00,2026-07-28,TXN0241109,PT0366526,LST0366526,AG00032,AG00436,Robert Johnson,369961.9,2026-07-28,2026-08-17,Cash,100.0,5.57,20606.88,Old Republic Title,Completed
INSERT,2026-07-28T00:00:00,2026-07-28,TXN0241110,PT0504105,LST0504105,AG00575,AG02642,Sherri Greene,719549.61,2026-07-28,2026-09-14,Conventional Mortgage,8.9,5.24,37704.4,First American Title,Completed
INSERT,2026-07-28T00:00:00,2026-07-28,TXN0241111,PT0347446,LST0347446,AG01313,AG01902,Tammy Sullivan,1082318.44,2026-07-28,2026-09-22,Jumbo Loan,7.4,5.33,57687.57,Chicago Title,Completed
INSERT,2026-07-28T00:00:00,2026-07-28,TXN0241112,PT0432726,LST0432726,AG00013,AG00825,Stephen Wheeler,274313.71,2026-07-28,2026-08-27,Conventional Mortgage,20.7,5.77,15827.9,Stewart Title,Completed
INSERT,2026-07-28T00:00:00,2026-07-28,TXN0241113,PT0510479,LST0510479,AG01587,AG00671,Jasmine Mcneil,61361.8,2026-07-28,2026-09-12,Cash,100.0,5.47,3356.49,Old Republic Title,Completed
INSERT,2026-07-28T00:00:00,2026-07-28,TXN0241114,PT0376827,LST0376827,AG02025,AG01855,Amy Baldwin,357844.35,2026-07-28,2026-08-20,Conventional Mortgage,5.5,4.65,16639.76,Chicago Title,Completed
INSERT,2026-07-28T00:00:00,2026-07-28,TXN0241115,PT0159653,LST0159653,AG02572,AG00661,Joseph Bell,561982.23,2026-07-28,2026-08-25,VA Loan,14.2,5.02,28211.51,Fidelity National Title,Completed
INSERT,2026-07-28T00:00:00,2026-07-28,TXN0241116,PT0374469,LST0374469,AG00687,AG01975,Tiffany Stevens,323225.64,2026-07-28,2026-08-26,Cash,100.0,6.07,19619.8,Stewart Title,Completed
INSERT,2026-07-28T00:00:00,2026-07-28,TXN0241117,PT0497165,LST0497165,AG00285,AG00610,Stephanie Diaz,506811.53,2026-07-28,2026-08-29,Conventional Mortgage,20.3,5.81,29445.75,Old Republic Title,Completed
INSERT,2026-07-28T00:00:00,2026-07-28,TXN0241118,PT0054483,LST0054483,AG02856,AG02142,Ethan Fields,1079103.57,2026-07-28,2026-09-22,FHA Loan,16.1,6.33,68307.26,Old Republic Title,Completed
INSERT,2026-07-28T00:00:00,2026-07-28,TXN0241119,PT0005300,LST0005300,AG02720,AG02956,Monica Dyer,539650.12,2026-07-28,2026-08-27,Conventional Mortgage,7.3,6.46,34861.4,WFG National Title,Completed
INSERT,2026-07-28T00:00:00,2026-07-28,TXN0241120,PT0228344,LST0228344,AG01256,AG01973,Carrie Williams,1550783.27,2026-07-28,2026-09-25,Conventional Mortgage,14.2,5.21,80795.81,WFG National Title,Completed
