operation_type,cdc_timestamp,batch_date,transaction_id,property_id,listing_id,seller_agent_id,buyer_agent_id,buyer_name,sale_price,sale_date,closing_date,financing_type,down_payment_pct,commission_rate_pct,commission_amount,title_company,transaction_status
INSERT,2026-08-17T00:00:00,2026-08-17,TXN0253185,PT0513783,LST0513783,AG01297,AG02507,Michael Fields,875820.17,2026-08-17,2026-10-10,Jumbo Loan,13.2,5.75,50359.66,Stewart Title,Completed
INSERT,2026-08-17T00:00:00,2026-08-17,TXN0253186,PT0384504,LST0384504,AG02555,AG00559,Joshua Salazar,486135.89,2026-08-17,2026-10-12,Jumbo Loan,21.7,4.92,23917.89,Old Republic Title,Completed
INSERT,2026-08-17T00:00:00,2026-08-17,TXN0253187,PT0136777,LST0136777,AG00903,AG01800,Brittany Roberts,578980.22,2026-08-17,2026-09-12,Jumbo Loan,17.7,4.79,27733.15,Fidelity National Title,Completed
INSERT,2026-08-17T00:00:00,2026-08-17,TXN0253188,PT0030683,LST0030683,AG01764,AG01818,Michael Farley MD,281174.84,2026-08-17,2026-09-01,FHA Loan,8.5,4.66,13102.75,Stewart Title,Completed
INSERT,2026-08-17T00:00:00,2026-08-17,TXN0253189,PT0276767,LST0276767,AG01059,AG02324,Denise Rodriguez,43792.32,2026-08-17,2026-09-16,VA Loan,7.8,4.99,2185.24,WFG National Title,Completed
INSERT,2026-08-17T00:00:00,2026-08-17,TXN0253190,PT0155935,LST0155935,AG01992,AG02754,Sara Smith,825988.37,2026-08-17,2026-09-05,Conventional Mortgage,6.3,6.16,50880.88,Old Republic Title,Completed
INSERT,2026-08-17T00:00:00,2026-08-17,TXN0253191,PT0413913,LST0413913,AG01137,AG00247,Douglas Nichols,119287.31,2026-08-17,2026-10-08,Jumbo Loan,20.4,6.08,7252.67,First American Title,Completed
INSERT,2026-08-17T00:00:00,2026-08-17,TXN0253192,PT0034572,LST0034572,AG00537,AG02970,Taylor Anderson,1013763.3,2026-08-17,2026-10-10,Jumbo Loan,7.5,5.91,59913.41,Fidelity National Title,Completed
INSERT,2026-08-17T00:00:00,2026-08-17,TXN0253193,PT0130343,LST0130343,AG01142,AG02552,Thomas Mccarthy,220056.0,2026-08-17,2026-09-10,VA Loan,12.1,6.2,13643.47,Old Republic Title,Completed
INSERT,2026-08-17T00:00:00,2026-08-17,TXN0253194,PT0243318,LST0243318,AG00072,AG01688,Gabriela Washington,231686.43,2026-08-17,2026-09-08,Conventional Mortgage,22.8,5.68,13159.79,Fidelity National Title,Completed
INSERT,2026-08-17T00:00:00,2026-08-17,TXN0253195,PT0130704,LST0130704,AG00131,AG02670,Joshua Tran,175033.16,2026-08-17,2026-09-23,Conventional Mortgage,6.4,6.18,10817.05,Stewart Title,Completed
INSERT,2026-08-17T00:00:00,2026-08-17,TXN0253196,PT0285048,LST0285048,AG00731,AG00302,Jacqueline Palmer,69494.16,2026-08-17,2026-09-07,FHA Loan,20.5,4.95,3439.96,Stewart Title,Completed
INSERT,2026-08-17T00:00:00,2026-08-17,TXN0253197,PT0481805,LST0481805,AG00722,AG02769,Joel Martinez,615648.81,2026-08-17,2026-09-03,Conventional Mortgage,7.0,6.37,39216.83,Chicago Title,Completed
INSERT,2026-08-17T00:00:00,2026-08-17,TXN0253198,PT0542242,LST0542242,AG00218,AG02037,Sherry Baker,1052930.29,2026-08-17,2026-10-01,VA Loan,13.1,5.0,52646.51,Fidelity National Title,Completed
INSERT,2026-08-17T00:00:00,2026-08-17,TXN0253199,PT0207368,LST0207368,AG02413,AG02774,Dana Harris,1251923.3,2026-08-17,2026-10-05,Jumbo Loan,3.5,4.69,58715.2,First American Title,Completed
INSERT,2026-08-17T00:00:00,2026-08-17,TXN0253200,PT0502490,LST0502490,AG02723,AG02757,Andrea Daniels,1802214.82,2026-08-17,2026-09-16,Conventional Mortgage,21.8,4.65,83802.99,Chicago Title,Completed
INSERT,2026-08-17T00:00:00,2026-08-17,TXN0253201,PT0443639,LST0443639,AG02106,AG00370,Dawn Perez,281947.64,2026-08-17,2026-10-12,Cash,100.0,5.61,15817.26,Fidelity National Title,Completed
INSERT,2026-08-17T00:00:00,2026-08-17,TXN0253202,PT0452914,LST0452914,AG02162,AG01962,Joshua Bowen,450209.84,2026-08-17,2026-10-06,Conventional Mortgage,23.6,6.21,27958.03,WFG National Title,Completed
INSERT,2026-08-17T00:00:00,2026-08-17,TXN0253203,PT0216529,LST0216529,AG02848,AG00818,Dillon Warren,685053.43,2026-08-17,2026-09-24,FHA Loan,14.7,6.37,43637.9,WFG National Title,Completed
