operation_type,cdc_timestamp,batch_date,transaction_id,property_id,listing_id,seller_agent_id,buyer_agent_id,buyer_name,sale_price,sale_date,closing_date,financing_type,down_payment_pct,commission_rate_pct,commission_amount,title_company,transaction_status
INSERT,2026-07-24T00:00:00,2026-07-24,TXN0238420,PT0112256,LST0112256,AG01398,AG01001,Sarah Harris,296221.65,2026-07-24,2026-08-21,Conventional Mortgage,20.5,5.67,16795.77,First American Title,Completed
INSERT,2026-07-24T00:00:00,2026-07-24,TXN0238421,PT0373047,LST0373047,AG01224,AG01869,Anthony Espinoza,499626.41,2026-07-24,2026-09-18,Cash,100.0,4.65,23232.63,Stewart Title,Completed
INSERT,2026-07-24T00:00:00,2026-07-24,TXN0238422,PT0151622,LST0151622,AG01617,AG00441,Eric Lyons,1523429.36,2026-07-24,2026-08-14,Conventional Mortgage,4.6,4.58,69773.06,Chicago Title,Completed
INSERT,2026-07-24T00:00:00,2026-07-24,TXN0238423,PT0486431,LST0486431,AG00900,AG01707,Veronica Jones,1082368.82,2026-07-24,2026-09-06,Conventional Mortgage,3.3,5.3,57365.55,WFG National Title,Completed
INSERT,2026-07-24T00:00:00,2026-07-24,TXN0238424,PT0182551,LST0182551,AG00908,AG01817,Juan Oliver,214414.12,2026-07-24,2026-08-12,Conventional Mortgage,3.2,5.2,11149.53,First American Title,Completed
INSERT,2026-07-24T00:00:00,2026-07-24,TXN0238425,PT0411314,LST0411314,AG01753,AG01663,Jessica Gomez,407969.23,2026-07-24,2026-08-24,Conventional Mortgage,6.7,5.55,22642.29,WFG National Title,Completed
INSERT,2026-07-24T00:00:00,2026-07-24,TXN0238426,PT0048485,LST0048485,AG01803,AG01227,Melissa Castillo,594831.69,2026-07-24,2026-09-05,Jumbo Loan,19.5,5.21,30990.73,Fidelity National Title,Completed
INSERT,2026-07-24T00:00:00,2026-07-24,TXN0238427,PT0514097,LST0514097,AG01777,AG01589,James Murphy,660363.29,2026-07-24,2026-09-02,Jumbo Loan,22.5,6.19,40876.49,First American Title,Completed
INSERT,2026-07-24T00:00:00,2026-07-24,TXN0238428,PT0138015,LST0138015,AG01834,AG02486,Robert Chavez,1512405.11,2026-07-24,2026-09-15,Conventional Mortgage,9.7,6.35,96037.72,Chicago Title,Completed
INSERT,2026-07-24T00:00:00,2026-07-24,TXN0238429,PT0175855,LST0175855,AG01409,AG00727,Steven Ponce,901667.56,2026-07-24,2026-08-10,Conventional Mortgage,21.4,4.68,42198.04,Stewart Title,Completed
