operation_type,cdc_timestamp,batch_date,transaction_id,property_id,listing_id,seller_agent_id,buyer_agent_id,buyer_name,sale_price,sale_date,closing_date,financing_type,down_payment_pct,commission_rate_pct,commission_amount,title_company,transaction_status
INSERT,2026-08-23T00:00:00,2026-08-23,TXN0256456,PT0560258,LST0560258,AG00587,AG00930,Randy Williamson,1336000.51,2026-08-23,2026-09-22,Jumbo Loan,16.3,4.7,62792.02,Stewart Title,Completed
INSERT,2026-08-23T00:00:00,2026-08-23,TXN0256457,PT0538008,LST0538008,AG01876,AG00298,Christopher Gallagher,152921.43,2026-08-23,2026-10-13,Conventional Mortgage,22.9,6.45,9863.43,First American Title,Completed
INSERT,2026-08-23T00:00:00,2026-08-23,TXN0256458,PT0414438,LST0414438,AG01754,AG01228,Heather Le,729600.46,2026-08-23,2026-10-12,Conventional Mortgage,18.0,6.09,44432.67,Fidelity National Title,Completed
INSERT,2026-08-23T00:00:00,2026-08-23,TXN0256459,PT0547068,LST0547068,AG01947,AG01774,Rebecca Allen,393148.54,2026-08-23,2026-10-05,VA Loan,19.8,5.78,22723.99,WFG National Title,Completed
INSERT,2026-08-23T00:00:00,2026-08-23,TXN0256460,PT0492629,LST0492629,AG00829,AG02032,Abigail Jones,203281.58,2026-08-23,2026-09-28,Conventional Mortgage,17.2,5.78,11749.68,Chicago Title,Completed
INSERT,2026-08-23T00:00:00,2026-08-23,TXN0256461,PT0175702,LST0175702,AG01287,AG02915,Devin Long,1208077.87,2026-08-23,2026-10-16,Conventional Mortgage,7.5,6.0,72484.67,WFG National Title,Completed
INSERT,2026-08-23T00:00:00,2026-08-23,TXN0256462,PT0544227,LST0544227,AG00839,AG02316,Arthur Lane,531955.52,2026-08-23,2026-10-05,Jumbo Loan,7.5,5.03,26757.36,Fidelity National Title,Completed
INSERT,2026-08-23T00:00:00,2026-08-23,TXN0256463,PT0338022,LST0338022,AG01363,AG01031,Tanya Weaver,644388.81,2026-08-23,2026-09-16,VA Loan,15.0,4.78,30801.79,First American Title,Completed
INSERT,2026-08-23T00:00:00,2026-08-23,TXN0256464,PT0334404,LST0334404,AG01500,AG00344,Christopher Armstrong,437527.91,2026-08-23,2026-10-09,VA Loan,22.0,5.48,23976.53,Chicago Title,Completed
INSERT,2026-08-23T00:00:00,2026-08-23,TXN0256465,PT0054100,LST0054100,AG00930,AG01147,James Bishop,399503.27,2026-08-23,2026-09-11,Cash,100.0,6.4,25568.21,First American Title,Completed
INSERT,2026-08-23T00:00:00,2026-08-23,TXN0256466,PT0395936,LST0395936,AG00059,AG00642,Sabrina Aguirre,345899.18,2026-08-23,2026-10-06,Cash,100.0,6.38,22068.37,Fidelity National Title,Completed
INSERT,2026-08-23T00:00:00,2026-08-23,TXN0256467,PT0154496,LST0154496,AG00431,AG00181,Christian Brown,105856.14,2026-08-23,2026-09-19,Cash,100.0,4.65,4922.31,Stewart Title,Completed
INSERT,2026-08-23T00:00:00,2026-08-23,TXN0256468,PT0477972,LST0477972,AG00893,AG00060,Rebecca Perez,1053518.79,2026-08-23,2026-10-04,FHA Loan,20.3,5.12,53940.16,Stewart Title,Completed
INSERT,2026-08-23T00:00:00,2026-08-23,TXN0256469,PT0087340,LST0087340,AG00289,AG01854,Zachary Edwards,387890.06,2026-08-23,2026-09-28,Cash,100.0,5.05,19588.45,Fidelity National Title,Completed
INSERT,2026-08-23T00:00:00,2026-08-23,TXN0256470,PT0203906,LST0203906,AG00005,AG01624,Brian Kaufman,399191.87,2026-08-23,2026-10-17,Conventional Mortgage,9.4,5.63,22474.5,Chicago Title,Completed
INSERT,2026-08-23T00:00:00,2026-08-23,TXN0256471,PT0237469,LST0237469,AG01743,AG01215,Mary Maxwell,777077.62,2026-08-23,2026-09-11,Conventional Mortgage,13.4,4.78,37144.31,Stewart Title,Completed
INSERT,2026-08-23T00:00:00,2026-08-23,TXN0256472,PT0024373,LST0024373,AG01232,AG00216,Alexis Berry,547357.58,2026-08-23,2026-09-16,Jumbo Loan,10.1,5.2,28462.59,Fidelity National Title,Completed
INSERT,2026-08-23T00:00:00,2026-08-23,TXN0256473,PT0476756,LST0476756,AG01607,AG02895,Linda Alexander,195847.99,2026-08-23,2026-09-19,Cash,100.0,5.41,10595.38,Fidelity National Title,Completed
INSERT,2026-08-23T00:00:00,2026-08-23,TXN0256474,PT0387179,LST0387179,AG00792,AG00502,Gregory Cox,410144.26,2026-08-23,2026-09-27,Conventional Mortgage,19.5,4.78,19604.9,WFG National Title,Completed
INSERT,2026-08-23T00:00:00,2026-08-23,TXN0256475,PT0062569,LST0062569,AG01972,AG02130,Dana Roman,390547.06,2026-08-23,2026-10-05,Conventional Mortgage,12.8,4.92,19214.92,Fidelity National Title,Completed
INSERT,2026-08-23T00:00:00,2026-08-23,TXN0256476,PT0509671,LST0509671,AG00596,AG02350,Victor Pierce,229755.55,2026-08-23,2026-10-15,Conventional Mortgage,7.8,5.48,12590.6,First American Title,Completed
INSERT,2026-08-23T00:00:00,2026-08-23,TXN0256477,PT0555775,LST0555775,AG01110,AG00591,William Graham,731356.51,2026-08-23,2026-10-17,FHA Loan,4.0,6.25,45709.78,Chicago Title,Completed
