operation_type,cdc_timestamp,batch_date,transaction_id,property_id,listing_id,seller_agent_id,buyer_agent_id,buyer_name,sale_price,sale_date,closing_date,financing_type,down_payment_pct,commission_rate_pct,commission_amount,title_company,transaction_status
INSERT,2026-07-30T00:00:00,2026-07-30,TXN0242472,PT0160287,LST0160287,AG02906,AG02135,Jon Gardner,995958.06,2026-07-30,2026-08-22,Cash,100.0,4.5,44818.11,Chicago Title,Completed
INSERT,2026-07-30T00:00:00,2026-07-30,TXN0242473,PT0274696,LST0274696,AG00685,AG00680,Julie Bridges,406444.51,2026-07-30,2026-09-10,Cash,100.0,5.41,21988.65,Chicago Title,Completed
INSERT,2026-07-30T00:00:00,2026-07-30,TXN0242474,PT0410359,LST0410359,AG01216,AG02008,Chelsea Perez,594436.65,2026-07-30,2026-08-19,FHA Loan,6.7,5.06,30078.49,Stewart Title,Completed
INSERT,2026-07-30T00:00:00,2026-07-30,TXN0242475,PT0096655,LST0096655,AG00716,AG00568,Adrienne Farrell,181290.73,2026-07-30,2026-09-17,Conventional Mortgage,3.5,5.62,10188.54,First American Title,Completed
INSERT,2026-07-30T00:00:00,2026-07-30,TXN0242476,PT0183432,LST0183432,AG01777,AG02278,Donna Brooks,858368.92,2026-07-30,2026-08-20,Conventional Mortgage,19.1,5.89,50557.93,First American Title,Completed
INSERT,2026-07-30T00:00:00,2026-07-30,TXN0242477,PT0215931,LST0215931,AG01396,AG02598,Michael Snow,191146.86,2026-07-30,2026-08-26,Conventional Mortgage,24.9,6.26,11965.79,First American Title,Completed
INSERT,2026-07-30T00:00:00,2026-07-30,TXN0242478,PT0313372,LST0313372,AG00537,AG01551,Melissa Porter,546245.93,2026-07-30,2026-08-19,Cash,100.0,4.76,26001.31,Fidelity National Title,Completed
INSERT,2026-07-30T00:00:00,2026-07-30,TXN0242479,PT0186021,LST0186021,AG00487,AG02454,Crystal Griffin,696952.43,2026-07-30,2026-08-26,FHA Loan,14.2,5.73,39935.37,Old Republic Title,Completed
INSERT,2026-07-30T00:00:00,2026-07-30,TXN0242480,PT0143993,LST0143993,AG02499,AG00054,Laura Alvarez,583305.31,2026-07-30,2026-08-21,Conventional Mortgage,16.3,5.54,32315.11,Fidelity National Title,Completed
INSERT,2026-07-30T00:00:00,2026-07-30,TXN0242481,PT0174610,LST0174610,AG02245,AG00323,Joshua Wood,335723.49,2026-07-30,2026-08-22,FHA Loan,9.4,5.0,16786.17,Old Republic Title,Completed
INSERT,2026-07-30T00:00:00,2026-07-30,TXN0242482,PT0095452,LST0095452,AG01199,AG00985,Rachel Smith,728200.35,2026-07-30,2026-08-15,Conventional Mortgage,22.6,5.0,36410.02,Chicago Title,Completed
INSERT,2026-07-30T00:00:00,2026-07-30,TXN0242483,PT0439323,LST0439323,AG00415,AG02684,Amber Morse,243306.56,2026-07-30,2026-09-11,Conventional Mortgage,11.1,4.72,11484.07,WFG National Title,Completed
INSERT,2026-07-30T00:00:00,2026-07-30,TXN0242484,PT0003844,LST0003844,AG00278,AG01528,Frank Wagner,683609.85,2026-07-30,2026-08-27,Jumbo Loan,4.4,6.43,43956.11,Old Republic Title,Completed
INSERT,2026-07-30T00:00:00,2026-07-30,TXN0242485,PT0532363,LST0532363,AG01944,AG01451,Jason Reynolds,236544.58,2026-07-30,2026-08-15,Conventional Mortgage,24.8,4.92,11637.99,First American Title,Completed
INSERT,2026-07-30T00:00:00,2026-07-30,TXN0242486,PT0248258,LST0248258,AG02071,AG01005,Christopher Green,453517.84,2026-07-30,2026-09-12,Conventional Mortgage,15.1,6.33,28707.68,First American Title,Completed
INSERT,2026-07-30T00:00:00,2026-07-30,TXN0242487,PT0218038,LST0218038,AG01124,AG00966,Eric Rogers,59201.11,2026-07-30,2026-08-24,VA Loan,20.9,4.62,2735.09,Chicago Title,Completed
INSERT,2026-07-30T00:00:00,2026-07-30,TXN0242488,PT0225832,LST0225832,AG00813,AG02725,Joel Salinas,282165.16,2026-07-30,2026-08-20,Cash,100.0,4.63,13064.25,Old Republic Title,Completed
INSERT,2026-07-30T00:00:00,2026-07-30,TXN0242489,PT0046933,LST0046933,AG00659,AG01741,Keith Simon,839775.74,2026-07-30,2026-08-29,FHA Loan,10.3,4.61,38713.66,Fidelity National Title,Completed
INSERT,2026-07-30T00:00:00,2026-07-30,TXN0242490,PT0168097,LST0168097,AG02818,AG00759,Richard Thompson,541538.46,2026-07-30,2026-08-31,Conventional Mortgage,3.7,5.19,28105.85,Old Republic Title,Completed
INSERT,2026-07-30T00:00:00,2026-07-30,TXN0242491,PT0504698,LST0504698,AG00603,AG01864,Tammy Mccarty,325293.76,2026-07-30,2026-08-29,Cash,100.0,5.45,17728.51,Fidelity National Title,Completed
INSERT,2026-07-30T00:00:00,2026-07-30,TXN0242492,PT0136103,LST0136103,AG00386,AG01547,Jeffrey Sullivan,65860.54,2026-07-30,2026-08-26,Jumbo Loan,9.7,5.3,3490.61,Stewart Title,Completed
INSERT,2026-07-30T00:00:00,2026-07-30,TXN0242493,PT0083286,LST0083286,AG01491,AG01145,Michaela Burch MD,457549.08,2026-07-30,2026-08-21,Jumbo Loan,14.0,6.04,27635.96,WFG National Title,Completed
INSERT,2026-07-30T00:00:00,2026-07-30,TXN0242494,PT0255545,LST0255545,AG02956,AG01451,Erika Ryan,449592.08,2026-07-30,2026-08-24,Jumbo Loan,4.9,6.15,27649.91,Old Republic Title,Completed
INSERT,2026-07-30T00:00:00,2026-07-30,TXN0242495,PT0370565,LST0370565,AG02146,AG02677,Mr. Justin Savage DVM,290035.77,2026-07-30,2026-09-07,VA Loan,4.1,5.5,15951.97,WFG National Title,Completed
INSERT,2026-07-30T00:00:00,2026-07-30,TXN0242496,PT0252026,LST0252026,AG02136,AG01666,Shannon Hogan,194739.74,2026-07-30,2026-08-29,FHA Loan,21.2,5.32,10360.15,Old Republic Title,Completed
INSERT,2026-07-30T00:00:00,2026-07-30,TXN0242497,PT0015078,LST0015078,AG00885,AG00976,Amy Gilmore,589225.64,2026-07-30,2026-09-21,Conventional Mortgage,17.6,6.17,36355.22,Stewart Title,Completed
INSERT,2026-07-30T00:00:00,2026-07-30,TXN0242498,PT0165982,LST0165982,AG00348,AG00371,Barbara Medina,456379.94,2026-07-30,2026-08-24,Jumbo Loan,20.5,6.22,28386.83,Chicago Title,Completed
INSERT,2026-07-30T00:00:00,2026-07-30,TXN0242499,PT0056777,LST0056777,AG00386,AG00763,Scott Obrien,2312101.21,2026-07-30,2026-08-29,Conventional Mortgage,13.8,5.38,124391.05,Chicago Title,Completed
INSERT,2026-07-30T00:00:00,2026-07-30,TXN0242500,PT0237935,LST0237935,AG01045,AG01296,Brandon Rodriguez,890023.43,2026-07-30,2026-09-18,FHA Loan,6.6,4.89,43522.15,Chicago Title,Completed
INSERT,2026-07-30T00:00:00,2026-07-30,TXN0242501,PT0090417,LST0090417,AG02213,AG01949,Michael Garrett,284085.64,2026-07-30,2026-09-01,Jumbo Loan,8.4,6.46,18351.93,Fidelity National Title,Completed
INSERT,2026-07-30T00:00:00,2026-07-30,TXN0242502,PT0437694,LST0437694,AG00148,AG01170,Chelsea Miller,1442191.8,2026-07-30,2026-09-22,Jumbo Loan,19.7,5.21,75138.19,First American Title,Completed
INSERT,2026-07-30T00:00:00,2026-07-30,TXN0242503,PT0204491,LST0204491,AG00720,AG02315,Leslie Wallace,172900.51,2026-07-30,2026-09-22,Conventional Mortgage,20.0,6.12,10581.51,Fidelity National Title,Completed
INSERT,2026-07-30T00:00:00,2026-07-30,TXN0242504,PT0159292,LST0159292,AG00616,AG02261,Tina Steele DDS,3260132.36,2026-07-30,2026-09-14,FHA Loan,13.3,4.9,159746.49,Stewart Title,Completed
INSERT,2026-07-30T00:00:00,2026-07-30,TXN0242505,PT0329009,LST0329009,AG01754,AG00378,Anthony Mullins,125020.57,2026-07-30,2026-09-16,Cash,100.0,5.35,6688.6,Chicago Title,Completed
INSERT,2026-07-30T00:00:00,2026-07-30,TXN0242506,PT0219611,LST0219611,AG00337,AG00123,Douglas Friedman,1612223.51,2026-07-30,2026-09-27,Conventional Mortgage,5.7,5.17,83351.96,First American Title,Completed
INSERT,2026-07-30T00:00:00,2026-07-30,TXN0242507,PT0222356,LST0222356,AG01420,AG01125,Phyllis Brady,232837.19,2026-07-30,2026-09-19,Cash,100.0,5.21,12130.82,First American Title,Completed
INSERT,2026-07-30T00:00:00,2026-07-30,TXN0242508,PT0039512,LST0039512,AG02392,AG01244,Sharon Cummings,687883.91,2026-07-30,2026-09-27,Conventional Mortgage,5.3,5.57,38315.13,Fidelity National Title,Completed
INSERT,2026-07-30T00:00:00,2026-07-30,TXN0242509,PT0500034,LST0500034,AG02592,AG00165,Dr. Peter Wood,552969.81,2026-07-30,2026-08-27,Conventional Mortgage,17.3,6.45,35666.55,First American Title,Completed
