operation_type,cdc_timestamp,batch_date,transaction_id,property_id,listing_id,seller_agent_id,buyer_agent_id,buyer_name,sale_price,sale_date,closing_date,financing_type,down_payment_pct,commission_rate_pct,commission_amount,title_company,transaction_status
INSERT,2026-07-27T00:00:00,2026-07-27,TXN0240369,PT0466917,LST0466917,AG02211,AG01813,Michelle Steele,363032.51,2026-07-27,2026-09-16,FHA Loan,12.3,5.96,21636.74,Chicago Title,Completed
INSERT,2026-07-27T00:00:00,2026-07-27,TXN0240370,PT0207945,LST0207945,AG02282,AG01940,Steven Benson,674037.18,2026-07-27,2026-08-14,Conventional Mortgage,10.6,5.67,38217.91,Fidelity National Title,Completed
INSERT,2026-07-27T00:00:00,2026-07-27,TXN0240371,PT0523604,LST0523604,AG00690,AG02343,Summer Frank,952604.41,2026-07-27,2026-09-10,Conventional Mortgage,7.1,5.04,48011.26,Stewart Title,Completed
INSERT,2026-07-27T00:00:00,2026-07-27,TXN0240372,PT0508838,LST0508838,AG01818,AG02351,Brenda Jones,550303.61,2026-07-27,2026-09-23,Conventional Mortgage,19.2,5.8,31917.61,First American Title,Completed
INSERT,2026-07-27T00:00:00,2026-07-27,TXN0240373,PT0285242,LST0285242,AG00133,AG02081,Lindsay Brown,428508.3,2026-07-27,2026-09-19,FHA Loan,12.2,5.93,25410.54,Fidelity National Title,Completed
INSERT,2026-07-27T00:00:00,2026-07-27,TXN0240374,PT0146596,LST0146596,AG02665,AG02233,Debra Shepard,94830.93,2026-07-27,2026-09-16,Conventional Mortgage,23.4,5.92,5613.99,WFG National Title,Completed
INSERT,2026-07-27T00:00:00,2026-07-27,TXN0240375,PT0328351,LST0328351,AG00102,AG00822,Bernard Johnson,191591.12,2026-07-27,2026-08-19,Conventional Mortgage,24.3,4.6,8813.19,First American Title,Completed
INSERT,2026-07-27T00:00:00,2026-07-27,TXN0240376,PT0192793,LST0192793,AG00745,AG01895,Jill Meyer,444928.62,2026-07-27,2026-09-03,Jumbo Loan,14.6,6.41,28519.92,Old Republic Title,Completed
INSERT,2026-07-27T00:00:00,2026-07-27,TXN0240377,PT0016943,LST0016943,AG02371,AG01683,Jim Webb,500513.6,2026-07-27,2026-08-17,Jumbo Loan,21.6,5.14,25726.4,WFG National Title,Completed
INSERT,2026-07-27T00:00:00,2026-07-27,TXN0240378,PT0337903,LST0337903,AG02815,AG01090,Mrs. Shannon Waters,449847.61,2026-07-27,2026-08-23,FHA Loan,24.4,6.18,27800.58,First American Title,Completed
INSERT,2026-07-27T00:00:00,2026-07-27,TXN0240379,PT0354716,LST0354716,AG02131,AG01579,Jennifer Johnson,137707.17,2026-07-27,2026-09-04,Jumbo Loan,12.9,6.44,8868.34,Stewart Title,Completed
INSERT,2026-07-27T00:00:00,2026-07-27,TXN0240380,PT0517381,LST0517381,AG02741,AG00027,Susan Reid,69685.71,2026-07-27,2026-08-11,Conventional Mortgage,22.5,6.49,4522.6,Chicago Title,Completed
INSERT,2026-07-27T00:00:00,2026-07-27,TXN0240381,PT0309528,LST0309528,AG00603,AG01433,James Jacobs,533625.12,2026-07-27,2026-08-22,Conventional Mortgage,5.6,5.94,31697.33,First American Title,Completed
INSERT,2026-07-27T00:00:00,2026-07-27,TXN0240382,PT0481266,LST0481266,AG02302,AG00124,Ms. Amanda Mitchell,292082.36,2026-07-27,2026-08-19,Cash,100.0,5.15,15042.24,Old Republic Title,Completed
INSERT,2026-07-27T00:00:00,2026-07-27,TXN0240383,PT0211297,LST0211297,AG01437,AG01280,Ashley Powell,615529.2,2026-07-27,2026-09-22,Conventional Mortgage,11.0,5.13,31576.65,First American Title,Completed
INSERT,2026-07-27T00:00:00,2026-07-27,TXN0240384,PT0484906,LST0484906,AG02915,AG02967,Charles Medina,1127916.9,2026-07-27,2026-09-16,FHA Loan,4.1,4.77,53801.64,WFG National Title,Completed
INSERT,2026-07-27T00:00:00,2026-07-27,TXN0240385,PT0143433,LST0143433,AG00743,AG01822,Sara Bradley,534640.44,2026-07-27,2026-08-28,Jumbo Loan,13.7,4.85,25930.06,Stewart Title,Completed
