operation_type,cdc_timestamp,batch_date,transaction_id,property_id,listing_id,seller_agent_id,buyer_agent_id,buyer_name,sale_price,sale_date,closing_date,financing_type,down_payment_pct,commission_rate_pct,commission_amount,title_company,transaction_status
INSERT,2026-07-15T00:00:00,2026-07-15,TXN0232721,PT0495347,LST0495347,AG02333,AG01109,Peter Ortega,70638.42,2026-07-15,2026-08-14,Conventional Mortgage,3.7,6.33,4471.41,First American Title,Completed
INSERT,2026-07-15T00:00:00,2026-07-15,TXN0232722,PT0446767,LST0446767,AG01345,AG02132,Cory Wright,514881.3,2026-07-15,2026-09-10,Jumbo Loan,12.9,5.26,27082.76,WFG National Title,Completed
INSERT,2026-07-15T00:00:00,2026-07-15,TXN0232723,PT0064877,LST0064877,AG00754,AG01583,Michael Johnson,289190.22,2026-07-15,2026-08-03,Conventional Mortgage,10.2,4.6,13302.75,Chicago Title,Completed
INSERT,2026-07-15T00:00:00,2026-07-15,TXN0232724,PT0332350,LST0332350,AG02649,AG00179,Anthony Tyler,305860.98,2026-07-15,2026-08-26,VA Loan,20.0,6.23,19055.14,Fidelity National Title,Completed
INSERT,2026-07-15T00:00:00,2026-07-15,TXN0232725,PT0246659,LST0246659,AG00623,AG02465,William Nielsen,1170893.41,2026-07-15,2026-08-29,Conventional Mortgage,13.3,5.38,62994.07,Old Republic Title,Completed
INSERT,2026-07-15T00:00:00,2026-07-15,TXN0232726,PT0510087,LST0510087,AG00432,AG02527,Gregory Miller,968673.55,2026-07-15,2026-07-30,FHA Loan,18.7,5.24,50758.49,Fidelity National Title,Completed
INSERT,2026-07-15T00:00:00,2026-07-15,TXN0232727,PT0503754,LST0503754,AG00779,AG01848,Melissa Wood,1005985.29,2026-07-15,2026-09-06,Conventional Mortgage,10.7,5.24,52713.63,Chicago Title,Completed
INSERT,2026-07-15T00:00:00,2026-07-15,TXN0232728,PT0083181,LST0083181,AG01216,AG00706,Ryan Simon,618212.79,2026-07-15,2026-09-10,Cash,100.0,5.36,33136.21,Chicago Title,Completed
INSERT,2026-07-15T00:00:00,2026-07-15,TXN0232729,PT0077274,LST0077274,AG01495,AG02216,Glenn Fisher,356209.11,2026-07-15,2026-08-19,Conventional Mortgage,22.7,5.81,20695.75,First American Title,Completed
INSERT,2026-07-15T00:00:00,2026-07-15,TXN0232730,PT0033108,LST0033108,AG01198,AG02091,Anthony Sampson,646491.61,2026-07-15,2026-08-28,Cash,100.0,5.17,33423.62,Chicago Title,Completed
INSERT,2026-07-15T00:00:00,2026-07-15,TXN0232731,PT0114543,LST0114543,AG02486,AG02482,Tara Reeves PhD,1665133.89,2026-07-15,2026-08-20,Conventional Mortgage,16.8,5.18,86253.94,Stewart Title,Completed
INSERT,2026-07-15T00:00:00,2026-07-15,TXN0232732,PT0495089,LST0495089,AG02925,AG01790,Mark Archer,457484.76,2026-07-15,2026-08-20,FHA Loan,9.0,4.63,21181.54,First American Title,Completed
INSERT,2026-07-15T00:00:00,2026-07-15,TXN0232733,PT0179371,LST0179371,AG01044,AG00954,Jessica Carter,333452.47,2026-07-15,2026-08-13,Jumbo Loan,10.8,6.02,20073.84,Old Republic Title,Completed
INSERT,2026-07-15T00:00:00,2026-07-15,TXN0232734,PT0058626,LST0058626,AG01257,AG02351,Christina Alvarez,552988.23,2026-07-15,2026-08-09,Conventional Mortgage,12.1,5.77,31907.42,Chicago Title,Completed
INSERT,2026-07-15T00:00:00,2026-07-15,TXN0232735,PT0038770,LST0038770,AG02808,AG00746,Kendra Webb,508785.35,2026-07-15,2026-08-17,FHA Loan,22.4,4.57,23251.49,Old Republic Title,Completed
INSERT,2026-07-15T00:00:00,2026-07-15,TXN0232736,PT0121996,LST0121996,AG02557,AG02047,Christopher Nelson,238537.44,2026-07-15,2026-09-05,FHA Loan,15.1,6.39,15242.54,WFG National Title,Completed
INSERT,2026-07-15T00:00:00,2026-07-15,TXN0232737,PT0306301,LST0306301,AG00709,AG00475,Margaret Vargas,284965.25,2026-07-15,2026-08-23,FHA Loan,22.7,6.16,17553.86,First American Title,Completed
INSERT,2026-07-15T00:00:00,2026-07-15,TXN0232738,PT0092042,LST0092042,AG00734,AG02663,Jenny Lewis,220689.57,2026-07-15,2026-08-25,Conventional Mortgage,17.2,5.62,12402.75,Old Republic Title,Completed
INSERT,2026-07-15T00:00:00,2026-07-15,TXN0232739,PT0396921,LST0396921,AG03000,AG02874,Connie Rivera,349588.13,2026-07-15,2026-08-14,Conventional Mortgage,22.1,5.54,19367.18,Stewart Title,Completed
INSERT,2026-07-15T00:00:00,2026-07-15,TXN0232740,PT0227659,LST0227659,AG00989,AG02347,Brian Hoover,368865.13,2026-07-15,2026-07-31,Conventional Mortgage,8.6,5.8,21394.18,WFG National Title,Completed
INSERT,2026-07-15T00:00:00,2026-07-15,TXN0232741,PT0269694,LST0269694,AG02585,AG01655,Jeffrey Cohen,569933.82,2026-07-15,2026-08-17,Conventional Mortgage,17.7,4.58,26102.97,Old Republic Title,Completed
INSERT,2026-07-15T00:00:00,2026-07-15,TXN0232742,PT0147240,LST0147240,AG02890,AG01531,Deanna Farmer,834802.93,2026-07-15,2026-08-14,FHA Loan,12.6,5.77,48168.13,Chicago Title,Completed
INSERT,2026-07-15T00:00:00,2026-07-15,TXN0232743,PT0424714,LST0424714,AG00577,AG00583,Kevin Roberts,251023.05,2026-07-15,2026-08-15,Conventional Mortgage,3.8,5.41,13580.35,Chicago Title,Completed
INSERT,2026-07-15T00:00:00,2026-07-15,TXN0232744,PT0298024,LST0298024,AG00515,AG00639,Hannah Mckenzie,728110.0,2026-07-15,2026-08-18,FHA Loan,6.5,5.15,37497.67,Old Republic Title,Completed
INSERT,2026-07-15T00:00:00,2026-07-15,TXN0232745,PT0428505,LST0428505,AG02706,AG02224,Kristi Parsons,750644.34,2026-07-15,2026-08-25,VA Loan,11.9,4.85,36406.25,Chicago Title,Completed
INSERT,2026-07-15T00:00:00,2026-07-15,TXN0232746,PT0179432,LST0179432,AG01896,AG00569,Christine Berry,234788.6,2026-07-15,2026-08-08,VA Loan,20.5,5.53,12983.81,Fidelity National Title,Completed
INSERT,2026-07-15T00:00:00,2026-07-15,TXN0232747,PT0175072,LST0175072,AG02813,AG01937,Bonnie King,329073.13,2026-07-15,2026-08-24,VA Loan,3.6,5.35,17605.41,Chicago Title,Completed
INSERT,2026-07-15T00:00:00,2026-07-15,TXN0232748,PT0352937,LST0352937,AG02739,AG01314,Christopher Coleman,1127123.98,2026-07-15,2026-08-17,Conventional Mortgage,5.3,4.57,51509.57,First American Title,Completed
INSERT,2026-07-15T00:00:00,2026-07-15,TXN0232749,PT0104188,LST0104188,AG00747,AG00724,Zachary Sampson,1664969.73,2026-07-15,2026-08-24,Conventional Mortgage,18.6,5.83,97067.74,First American Title,Completed
INSERT,2026-07-15T00:00:00,2026-07-15,TXN0232750,PT0040753,LST0040753,AG01280,AG02216,Julia Harvey,497457.82,2026-07-15,2026-09-10,FHA Loan,7.6,5.76,28653.57,Stewart Title,Completed
INSERT,2026-07-15T00:00:00,2026-07-15,TXN0232751,PT0478544,LST0478544,AG01547,AG02456,Vickie Hanson,460160.64,2026-07-15,2026-08-04,FHA Loan,6.6,4.59,21121.37,First American Title,Completed
INSERT,2026-07-15T00:00:00,2026-07-15,TXN0232752,PT0501464,LST0501464,AG00983,AG01283,Lisa Carpenter,1362655.29,2026-07-15,2026-08-20,Conventional Mortgage,18.3,6.29,85711.02,WFG National Title,Completed
INSERT,2026-07-15T00:00:00,2026-07-15,TXN0232753,PT0026261,LST0026261,AG00346,AG02619,Melody Lowery,68786.81,2026-07-15,2026-09-07,Conventional Mortgage,18.8,5.79,3982.76,Stewart Title,Completed
INSERT,2026-07-15T00:00:00,2026-07-15,TXN0232754,PT0262507,LST0262507,AG01634,AG02940,Jo Lewis,213628.5,2026-07-15,2026-09-12,Conventional Mortgage,14.4,4.54,9698.73,First American Title,Completed
