operation_type,cdc_timestamp,batch_date,transaction_id,property_id,listing_id,seller_agent_id,buyer_agent_id,buyer_name,sale_price,sale_date,closing_date,financing_type,down_payment_pct,commission_rate_pct,commission_amount,title_company,transaction_status
INSERT,2026-08-16T00:00:00,2026-08-16,TXN0252776,PT0459360,LST0459360,AG02127,AG01839,Shane Gill,214744.4,2026-08-16,2026-10-09,Conventional Mortgage,11.8,5.55,11918.31,First American Title,Completed
INSERT,2026-08-16T00:00:00,2026-08-16,TXN0252777,PT0312347,LST0312347,AG00340,AG01294,Derrick Gaines,238001.11,2026-08-16,2026-10-02,Jumbo Loan,21.7,4.68,11138.45,Old Republic Title,Completed
INSERT,2026-08-16T00:00:00,2026-08-16,TXN0252778,PT0300769,LST0300769,AG00194,AG02499,Lucas Green,1275579.24,2026-08-16,2026-08-31,FHA Loan,5.3,5.36,68371.05,Stewart Title,Completed
INSERT,2026-08-16T00:00:00,2026-08-16,TXN0252779,PT0414282,LST0414282,AG02949,AG01414,Cory Barnes,167795.75,2026-08-16,2026-09-19,Conventional Mortgage,23.2,5.06,8490.46,Fidelity National Title,Completed
INSERT,2026-08-16T00:00:00,2026-08-16,TXN0252780,PT0516372,LST0516372,AG00191,AG01103,Louis Miller,316850.86,2026-08-16,2026-09-20,FHA Loan,17.9,5.98,18947.68,Stewart Title,Completed
INSERT,2026-08-16T00:00:00,2026-08-16,TXN0252781,PT0548614,LST0548614,AG01374,AG00166,Alison Gilmore,66242.37,2026-08-16,2026-10-07,FHA Loan,22.5,5.06,3351.86,Fidelity National Title,Completed
INSERT,2026-08-16T00:00:00,2026-08-16,TXN0252782,PT0528494,LST0528494,AG00280,AG01018,Brandon Porter,621063.35,2026-08-16,2026-10-07,FHA Loan,12.0,6.41,39810.16,WFG National Title,Completed
INSERT,2026-08-16T00:00:00,2026-08-16,TXN0252783,PT0550234,LST0550234,AG00788,AG02938,Benjamin Santiago,777691.6,2026-08-16,2026-10-05,Conventional Mortgage,3.1,5.48,42617.5,First American Title,Completed
INSERT,2026-08-16T00:00:00,2026-08-16,TXN0252784,PT0004795,LST0004795,AG00796,AG02134,Brenda Gutierrez,504093.63,2026-08-16,2026-09-25,Conventional Mortgage,21.1,6.02,30346.44,Stewart Title,Completed
INSERT,2026-08-16T00:00:00,2026-08-16,TXN0252785,PT0163423,LST0163423,AG02628,AG00508,Elizabeth Landry,1800835.8,2026-08-16,2026-09-30,FHA Loan,8.9,4.84,87160.45,Fidelity National Title,Completed
INSERT,2026-08-16T00:00:00,2026-08-16,TXN0252786,PT0026267,LST0026267,AG02170,AG02345,Kimberly Black,383665.11,2026-08-16,2026-09-04,Conventional Mortgage,22.2,4.98,19106.52,Old Republic Title,Completed
INSERT,2026-08-16T00:00:00,2026-08-16,TXN0252787,PT0142517,LST0142517,AG00992,AG02444,Michele Curtis,938813.14,2026-08-16,2026-09-13,Conventional Mortgage,17.3,4.97,46659.01,Fidelity National Title,Completed
INSERT,2026-08-16T00:00:00,2026-08-16,TXN0252788,PT0447288,LST0447288,AG01496,AG01265,Patricia Wilson,154087.55,2026-08-16,2026-09-04,Conventional Mortgage,18.4,4.67,7195.89,Fidelity National Title,Completed
