operation_type,cdc_timestamp,batch_date,transaction_id,property_id,listing_id,seller_agent_id,buyer_agent_id,buyer_name,sale_price,sale_date,closing_date,financing_type,down_payment_pct,commission_rate_pct,commission_amount,title_company,transaction_status
INSERT,2026-08-25T00:00:00,2026-08-25,TXN0257672,PT0510598,LST0510598,AG02748,AG02986,Jill Lewis,209067.48,2026-08-25,2026-09-25,Cash,100.0,5.13,10725.16,Chicago Title,Completed
INSERT,2026-08-25T00:00:00,2026-08-25,TXN0257673,PT0137912,LST0137912,AG01673,AG00090,Andrew Richardson,181812.96,2026-08-25,2026-10-21,Jumbo Loan,17.2,5.57,10126.98,Chicago Title,Completed
INSERT,2026-08-25T00:00:00,2026-08-25,TXN0257674,PT0334499,LST0334499,AG02344,AG01836,Joanne Mitchell,421237.07,2026-08-25,2026-09-15,Cash,100.0,6.13,25821.83,Stewart Title,Completed
INSERT,2026-08-25T00:00:00,2026-08-25,TXN0257675,PT0229136,LST0229136,AG00765,AG01073,Jeffrey Greene,258985.71,2026-08-25,2026-09-19,Conventional Mortgage,24.8,6.15,15927.62,Chicago Title,Completed
INSERT,2026-08-25T00:00:00,2026-08-25,TXN0257676,PT0508391,LST0508391,AG02892,AG02352,David Liu,517252.33,2026-08-25,2026-09-17,Conventional Mortgage,5.4,4.93,25500.54,Chicago Title,Completed
INSERT,2026-08-25T00:00:00,2026-08-25,TXN0257677,PT0506756,LST0506756,AG00551,AG00140,Robert Weber,505544.98,2026-08-25,2026-09-17,Conventional Mortgage,24.3,5.68,28714.95,Chicago Title,Completed
INSERT,2026-08-25T00:00:00,2026-08-25,TXN0257678,PT0505694,LST0505694,AG00762,AG00873,Zachary Powell,551188.12,2026-08-25,2026-10-04,Conventional Mortgage,18.3,5.62,30976.77,Stewart Title,Completed
INSERT,2026-08-25T00:00:00,2026-08-25,TXN0257679,PT0539222,LST0539222,AG00157,AG00649,Matthew Kim,329403.77,2026-08-25,2026-10-11,FHA Loan,4.4,4.81,15844.32,Fidelity National Title,Completed
INSERT,2026-08-25T00:00:00,2026-08-25,TXN0257680,PT0054082,LST0054082,AG01410,AG00416,Melanie Pittman,573217.59,2026-08-25,2026-09-11,FHA Loan,22.3,5.42,31068.39,Old Republic Title,Completed
INSERT,2026-08-25T00:00:00,2026-08-25,TXN0257681,PT0537534,LST0537534,AG01478,AG01294,Heather Valencia,552699.23,2026-08-25,2026-10-12,FHA Loan,10.1,6.46,35704.37,WFG National Title,Completed
INSERT,2026-08-25T00:00:00,2026-08-25,TXN0257682,PT0541427,LST0541427,AG02022,AG00981,Ronald Chapman,5903446.84,2026-08-25,2026-09-10,Conventional Mortgage,7.0,6.13,361881.29,WFG National Title,Completed
INSERT,2026-08-25T00:00:00,2026-08-25,TXN0257683,PT0266287,LST0266287,AG00212,AG01837,Jennifer Richmond,257405.66,2026-08-25,2026-09-22,FHA Loan,12.3,5.84,15032.49,Old Republic Title,Completed
INSERT,2026-08-25T00:00:00,2026-08-25,TXN0257684,PT0485599,LST0485599,AG01371,AG00382,Deanna Byrd,248163.26,2026-08-25,2026-10-03,Cash,100.0,5.16,12805.22,First American Title,Completed
INSERT,2026-08-25T00:00:00,2026-08-25,TXN0257685,PT0559583,LST0559583,AG02646,AG01643,Phillip Little,411407.01,2026-08-25,2026-09-13,Cash,100.0,5.94,24437.58,Stewart Title,Completed
INSERT,2026-08-25T00:00:00,2026-08-25,TXN0257686,PT0158336,LST0158336,AG00505,AG00781,Kristine Blackwell,273862.06,2026-08-25,2026-10-14,Conventional Mortgage,11.2,5.1,13966.97,Chicago Title,Completed
INSERT,2026-08-25T00:00:00,2026-08-25,TXN0257687,PT0340177,LST0340177,AG01627,AG01984,Laura Nelson,996551.03,2026-08-25,2026-09-18,FHA Loan,5.9,4.95,49329.28,Chicago Title,Completed
INSERT,2026-08-25T00:00:00,2026-08-25,TXN0257688,PT0475452,LST0475452,AG01467,AG01386,Cynthia Jones,1481026.83,2026-08-25,2026-09-13,FHA Loan,13.8,6.02,89157.82,Chicago Title,Completed
INSERT,2026-08-25T00:00:00,2026-08-25,TXN0257689,PT0123002,LST0123002,AG00522,AG01595,Mr. James Williams,1040047.42,2026-08-25,2026-10-02,Conventional Mortgage,11.5,6.22,64690.95,WFG National Title,Completed
INSERT,2026-08-25T00:00:00,2026-08-25,TXN0257690,PT0374773,LST0374773,AG01109,AG00182,Sarah Stevens,246582.43,2026-08-25,2026-10-14,Cash,100.0,4.5,11096.21,WFG National Title,Completed
INSERT,2026-08-25T00:00:00,2026-08-25,TXN0257691,PT0536242,LST0536242,AG02439,AG02954,Michael Cooper,903975.15,2026-08-25,2026-10-01,Conventional Mortgage,14.1,4.65,42034.84,First American Title,Completed
INSERT,2026-08-25T00:00:00,2026-08-25,TXN0257692,PT0314329,LST0314329,AG01551,AG01561,Tracy Wolf,316379.51,2026-08-25,2026-10-08,Conventional Mortgage,24.9,5.94,18792.94,Old Republic Title,Completed
INSERT,2026-08-25T00:00:00,2026-08-25,TXN0257693,PT0542994,LST0542994,AG01773,AG01014,Cameron Howard,990396.28,2026-08-25,2026-10-07,Conventional Mortgage,22.4,5.91,58532.42,Fidelity National Title,Completed
INSERT,2026-08-25T00:00:00,2026-08-25,TXN0257694,PT0421364,LST0421364,AG02098,AG00596,Samantha Simpson,1630675.65,2026-08-25,2026-09-16,Cash,100.0,6.06,98818.94,Chicago Title,Completed
INSERT,2026-08-25T00:00:00,2026-08-25,TXN0257695,PT0103149,LST0103149,AG00259,AG01869,Dr. Richard Daniels,264022.74,2026-08-25,2026-10-01,FHA Loan,5.6,5.2,13729.18,First American Title,Completed
INSERT,2026-08-25T00:00:00,2026-08-25,TXN0257696,PT0482584,LST0482584,AG00913,AG02948,Sandra Garrison,1944899.83,2026-08-25,2026-09-25,Conventional Mortgage,21.4,4.96,96467.03,Fidelity National Title,Completed
INSERT,2026-08-25T00:00:00,2026-08-25,TXN0257697,PT0559119,LST0559119,AG00584,AG01919,Kimberly Taylor,373835.9,2026-08-25,2026-10-13,Conventional Mortgage,21.0,5.89,22018.93,Old Republic Title,Completed
INSERT,2026-08-25T00:00:00,2026-08-25,TXN0257698,PT0469895,LST0469895,AG02114,AG02093,Kelli Garcia,506208.45,2026-08-25,2026-09-09,Jumbo Loan,12.8,5.06,25614.15,First American Title,Completed
INSERT,2026-08-25T00:00:00,2026-08-25,TXN0257699,PT0190032,LST0190032,AG01287,AG00213,William Meyer,273657.1,2026-08-25,2026-10-01,Cash,100.0,4.98,13628.12,Chicago Title,Completed
INSERT,2026-08-25T00:00:00,2026-08-25,TXN0257700,PT0360761,LST0360761,AG00339,AG02538,Holly Hall,144061.34,2026-08-25,2026-10-01,Conventional Mortgage,10.5,5.77,8312.34,Stewart Title,Completed
